name,score,event,year
Brian JOUBERT,193.46,US,2005
Ryan JAHNKE,186.71,US,2005
Michael WEISS,179.56,US,2005
Roman SEROV,174.42,US,2005
Evan LYSACEK,162.51,US,2005
Lun SONG,161.46,US,2005
Nicholas YOUNG,160.82,US,2005
Ben FERREIRA,157.41,US,2005
Stefan LINDEMANN,156.73,US,2005
Vakhtang MURVANIDZE,143.1,US,2005
Alexander SHUBIN,142.42,US,2005
Emanuel SANDHU,204.17,CA,2005
Ben FERREIRA,200.46,CA,2005
Jeffrey BUTTLE,191.85,CA,2005
Ryan JAHNKE,190.55,CA,2005
Kevin VAN DER PERREN,182.46,CA,2005
Stefan LINDEMANN,176.59,CA,2005
Takeshi HONDA,166.09,CA,2005
Andrei LEZIN,155.23,CA,2005
Xiaodong MA,153.57,CA,2005
Frederic DAMBIER,148.01,CA,2005
Vakhtang MURVANIDZE,135.67,CA,2005
Gheorghe CHIPER,124.37,CA,2005
Johnny WEIR,208.1,FR,2005
Brian JOUBERT,199.04,FR,2005
Emanuel SANDHU,168.8,FR,2005
Xiaodong MA,162.32,FR,2005
Gheorghe CHIPER,158.99,FR,2005
Ivan DINEV,152.72,FR,2005
Silvio SMALUN,148.05,FR,2005
Alban PREAUBERT,146.0,FR,2005
Samuel CONTESTI,143.72,FR,2005
Gregor URBAS,137.38,FR,2005
Daisuke TAKAHASHI,135.7,FR,2005
Evgeni PLUSHENKO,233.45,RU,2005
Johnny WEIR,207.99,RU,2005
Min ZHANG,186.04,RU,2005
Shawn SAWYER,176.74,RU,2005
Evan LYSACEK,172.45,RU,2005
Andrei LEZIN,167.75,RU,2005
Andrei GRIAZEV,166.56,RU,2005
Sergei DAVYDOV,158.85,RU,2005
Anton KOVALEVSKI,146.11,RU,2005
Aidas REKLYS,127.03,RU,2005
Jeffrey BUTTLE,211.2,CN,2005
Chengjiang LI,197.15,CN,2005
Stefan LINDEMANN,188.8,CN,2005
Min ZHANG,187.3,CN,2005
Lun SONG,179.64,CN,2005
Scott SMITH,168.25,CN,2005
Ivan DINEV,159.59,CN,2005
Matthew SAVOIE,150.2,CN,2005
Silvio SMALUN,144.61,CN,2005
Marc Andre CRAIG,142.67,CN,2005
Johnny WEIR,220.25,JP,2005
Timothy GOEBEL,208.28,JP,2005
Frederic DAMBIER,197.37,JP,2005
Michael WEISS,193.0,JP,2005
Chengjiang LI,192.04,JP,2005
Nicholas YOUNG,183.64,JP,2005
Takeshi HONDA,182.84,JP,2005
Kensuke NAKANIWA,181.27,JP,2005
Shawn SAWYER,167.99,JP,2005
Alban PREAUBERT,153.94,JP,2005
Alexander SHUBIN,151.92,JP,2005
Hirokazu KOBAYASHI,135.19,JP,2005
Evgeni PLUSHENKO,251.75,FN,2005
Jeffrey BUTTLE,216.65,FN,2005
Chengjiang LI,201.07,FN,2005
Emanuel SANDHU,195.9,FN,2005
Brian JOUBERT,193.64,FN,2005
Ryan JAHNKE,172.06,FN,2005
PLUSHENKO Evgeni,227.14,EU,2005
JOUBERT Brian,224.43,EU,2005
LINDEMANN Stefan,200.54,EU,2005
LAMBIEL Stephane,196.47,EU,2005
GRIAZEV Andrei,196.31,EU,2005
VAN DER PERREN Kevin,195.47,EU,2005
DAMBIER Frederic,183.6,EU,2005
CHIPER Gheorghe,180.86,EU,2005
CONTESTI Samuel,171.59,EU,2005
BERNTSSON Kristoffer,166.7,EU,2005
OTHMAN Jamal,163.48,EU,2005
DAVYDOV Sergei,163.23,EU,2005
SEROV Roman,162.76,EU,2005
LEZIN Andrei,157.39,EU,2005
MURVANIDZE Vakhtang,155.6,EU,2005
SMALUN Silvio,153.3,EU,2005
ZIVANOVIC Trifun,148.54,EU,2005
PFEIFER Viktor,148.06,EU,2005
HAMER John,144.1,EU,2005
LIEBERS Martin,141.43,EU,2005
RAKOWSKI Lukas,140.58,EU,2005
DANILCHENKO Vitali,138.53,EU,2005
SVIATKO Juraj,134.79,EU,2005
NURMENKARI Ari-Pekka,127.92,EU,2005
BACCHINI Paolo,116.97,EU,2005
Evan LYSACEK,196.39,4C,2005
Chengjiang LI,194.09,4C,2005
Daisuke TAKAHASHI,192.29,4C,2005
Ben FERREIRA,188.36,4C,2005
Matthew SAVOIE,185.38,4C,2005
Shawn SAWYER,173.15,4C,2005
Lun SONG,164.08,4C,2005
Kensuke NAKANIWA,162.61,4C,2005
Min ZHANG,162.53,4C,2005
Kazumi KISHIMOTO,160.41,4C,2005
Derrick DELMORE,153.38,4C,2005
Ricky COCKERILL,127.02,4C,2005
Bradley SANTER,121.57,4C,2005
Gareth ECHARDT,120.77,4C,2005
Sean CARLOW,111.85,4C,2005
Dong-Whun LEE,106.64,4C,2005
Stuart BECKINGHAM,106.2,4C,2005
Humberto CONTRERAS,106.06,4C,2005
Justin PIETERSEN,102.5,4C,2005
Miguel Angel MOYRON,101.58,4C,2005
Tristan THODE,96.85,4C,2005
Adrian ALVARADO,84.32,4C,2005
Edward Ka-Yin CHOW,83.1,4C,2005
Stephane LAMBIEL,262.46,WR,2005
Jeffrey BUTTLE,245.69,WR,2005
Evan LYSACEK,239.29,WR,2005
Johnny WEIR,236.06,WR,2005
Chengjiang LI,235.67,WR,2005
Brian JOUBERT,235.29,WR,2005
Emanuel SANDHU,231.16,WR,2005
Kevin VAN DER PERREN,229.94,WR,2005
Frederic DAMBIER,226.88,WR,2005
Timothy GOEBEL,222.57,WR,2005
Andrei GRIAZEV,216.62,WR,2005
Stefan LINDEMANN,213.54,WR,2005
Ivan DINEV,213.09,WR,2005
Kristoffer BERNTSSON,211.97,WR,2005
Daisuke TAKAHASHI,210.35,WR,2005
Min ZHANG,208.1,WR,2005
Sergei DOBRIN,207.2,WR,2005
Gheorghe CHIPER,199.18,WR,2005
Roman SEROV,191.21,WR,2005
Karel ZELENKA,189.67,WR,2005
Jamal OTHMAN,186.48,WR,2005
Sergei DAVYDOV,178.73,WR,2005
Viktor PFEIFER,178.06,WR,2005
Daisuke TAKAHASHI,218.54,US,2006
Evan LYSACEK,193.71,US,2006
Brian JOUBERT,190.28,US,2006
Kevin VAN DER PERREN,185.09,US,2006
Yannick PONSERO,160.53,US,2006
Timothy GOEBEL,154.68,US,2006
Dennis PHAN,151.9,US,2006
Sergei DAVYDOV,147.13,US,2006
Christopher MABEE,147.0,US,2006
Lun SONG,145.92,US,2006
Kristoffer BERNTSSON,143.39,US,2006
Silvio SMALUN,137.04,US,2006
Emanuel SANDHU,201.85,CA,2006
Jeffrey BUTTLE,201.19,CA,2006
Nobunari ODA,193.08,CA,2006
Takeshi HONDA,191.8,CA,2006
Matthew SAVOIE,181.73,CA,2006
Shawn SAWYER,180.76,CA,2006
Johnny WEIR,177.59,CA,2006
Min ZHANG,161.11,CA,2006
Andrei GRIAZEV,153.95,CA,2006
Karel ZELENKA,153.25,CA,2006
Jamal OTHMAN,131.64,CA,2006
Jeffrey BUTTLE,215.48,FR,2006
Brian JOUBERT,210.41,FR,2006
Gheorghe CHIPER,191.95,FR,2006
Timothy GOEBEL,182.41,FR,2006
Samuel CONTESTI,175.99,FR,2006
Michael WEISS,169.6,FR,2006
Sergei DOBRIN,168.88,FR,2006
Frederic DAMBIER,165.98,FR,2006
Xiaodong MA,165.57,FR,2006
Anton KOVALEVSKI,156.16,FR,2006
Andrei LEZIN,141.62,FR,2006
Evgeni PLUSHENKO,241.8,RU,2006
Stephane LAMBIEL,225.55,RU,2006
Johnny WEIR,206.79,RU,2006
Stefan LINDEMANN,194.63,RU,2006
Frederic DAMBIER,193.65,RU,2006
Alban PREAUBERT,186.5,RU,2006
Shawn SAWYER,185.65,RU,2006
Yasuharu NANRI,168.79,RU,2006
Ilia KLIMKIN,165.35,RU,2006
Sergei DOBRIN,159.43,RU,2006
Kristoffer BERNTSSON,156.17,RU,2006
Song GAO,140.31,RU,2006
Emanuel SANDHU,212.66,CN,2006
Stephane LAMBIEL,203.6,CN,2006
Andrei GRIAZEV,200.6,CN,2006
Ben FERREIRA,185.33,CN,2006
Min ZHANG,178.31,CN,2006
Ryan JAHNKE,177.02,CN,2006
Matthew SAVOIE,174.37,CN,2006
Chengjiang LI,173.69,CN,2006
Alban PREAUBERT,166.77,CN,2006
Jialiang WU,158.86,CN,2006
Kazumi KISHIMOTO,157.74,CN,2006
Roman SEROV,155.9,CN,2006
Nobunari ODA,216.39,JP,2006
Evan LYSACEK,213.55,JP,2006
Daisuke TAKAHASHI,205.3,JP,2006
Christopher MABEE,171.65,JP,2006
Kevin VAN DER PERREN,170.55,JP,2006
Ben FERREIRA,169.72,JP,2006
Yannick PONSERO,166.2,JP,2006
Ivan DINEV,165.71,JP,2006
Takeshi HONDA,165.54,JP,2006
Roman SEROV,164.91,JP,2006
Stefan LINDEMANN,154.92,JP,2006
Stephane LAMBIEL,230.1,FN,2006
Jeffrey BUTTLE,214.34,FN,2006
Daisuke TAKAHASHI,212.52,FN,2006
Nobunari ODA,197.05,FN,2006
Emanuel SANDHU,189.46,FN,2006
Evgeni PLUSHENKO,245.33,EU,2006
Stephane LAMBIEL,228.87,EU,2006
Brian JOUBERT,222.95,EU,2006
Frederic DAMBIER,200.16,EU,2006
Ilia KLIMKIN,197.42,EU,2006
Alban PREAUBERT,190.18,EU,2006
Kevin VAN DER PERREN,182.32,EU,2006
Silvio SMALUN,181.73,EU,2006
Gheorghe CHIPER,181.51,EU,2006
Tomas VERNER,178.26,EU,2006
Ivan DINEV,177.18,EU,2006
Stefan LINDEMANN,176.7,EU,2006
Sergei DAVYDOV,170.51,EU,2006
Kristoffer BERNTSSON,167.37,EU,2006
Sergei DOBRIN,165.63,EU,2006
Anton KOVALEVSKI,164.49,EU,2006
Gregor URBAS,162.95,EU,2006
Viktor PFEIFER,159.27,EU,2006
Karel ZELENKA,158.96,EU,2006
Adrian SCHULTHEISS,149.1,EU,2006
Jamal OTHMAN,148.85,EU,2006
Roman SEROV,148.1,EU,2006
Ari-Pekka NURMENKARI,137.11,EU,2006
Aidas REKLYS,128.51,EU,2006
Nobunari ODA,201.69,4C,2006
Christopher MABEE,198.69,4C,2006
Matthew SAVOIE,190.15,4C,2006
Marc Andre CRAIG,186.12,4C,2006
Scott SMITH,185.25,4C,2006
Kensuke NAKANIWA,177.19,4C,2006
Yasuharu NANRI,172.82,4C,2006
Xiaodong MA,172.11,4C,2006
Michael WEISS,171.22,4C,2006
Jialiang WU,164.64,4C,2006
Nicholas YOUNG,162.3,4C,2006
Sean CARLOW,136.68,4C,2006
Lun SONG,127.69,4C,2006
Michael NOVALES,118.94,4C,2006
Bradley SANTER,112.62,4C,2006
Justin PIETERSEN,105.38,4C,2006
Luis HERNANDEZ,102.28,4C,2006
Tristan THODE,101.91,4C,2006
Humberto CONTRERAS,98.81,4C,2006
Miguel Angel MOYRON,96.4,4C,2006
Joel WATSON,91.64,4C,2006
Robert McNAMARA,91.61,4C,2006
Gareth ECHARDT,87.83,4C,2006
Konrad GIERING,72.39,4C,2006
PLUSHENKO Evgeni,258.33,OL,2006
LAMBIEL Stephane,231.21,OL,2006
BUTTLE Jeffrey,227.59,OL,2006
LYSACEK Evan,220.13,OL,2006
WEIR Johnny,216.63,OL,2006
JOUBERT Brian,212.89,OL,2006
SAVOIE Matthew,206.67,OL,2006
TAKAHASHI Daisuke,204.89,OL,2006
VAN DER PERREN Kevin,197.39,OL,2006
ZHANG Min,196.27,OL,2006
KLIMKIN Ilia,191.8,OL,2006
SAWYER Shawn,190.83,OL,2006
SANDHU Emanuel,190.24,OL,2006
CHIPER Gheorghe,186.19,OL,2006
DAVYDOV Sergei,184.59,OL,2006
LI Chengjiang,182.21,OL,2006
DINEV Ivan,180.11,OL,2006
VERNER Tomas,180.07,OL,2006
DAMBIER Frederic,177.59,OL,2006
KOVALEVSKI Anton,172.84,OL,2006
LINDEMANN Stefan,172.57,OL,2006
PFEIFER Viktor,163.87,OL,2006
BERNTSSON Kristoffer,161.95,OL,2006
TOTH Zoltan,145.47,OL,2006
Stephane LAMBIEL,274.22,WR,2006
Brian JOUBERT,270.83,WR,2006
Evan LYSACEK,255.22,WR,2006
Nobunari ODA,251.21,WR,2006
Emanuel SANDHU,249.89,WR,2006
Jeffrey BUTTLE,241.59,WR,2006
Johnny WEIR,235.57,WR,2006
Alban PREAUBERT,230.95,WR,2006
Chengjiang LI,229.03,WR,2006
Ilia KLIMKIN,227.78,WR,2006
Matthew SAVOIE,227.41,WR,2006
Sergei DAVYDOV,222.44,WR,2006
Tomas VERNER,221.83,WR,2006
Gheorghe CHIPER,219.34,WR,2006
Min ZHANG,216.59,WR,2006
Anton KOVALEVSKI,211.93,WR,2006
Andrei GRIAZEV,208.37,WR,2006
Roman SEROV,207.14,WR,2006
Ivan DINEV,206.86,WR,2006
Silvio SMALUN,206.58,WR,2006
Shawn SAWYER,201.05,WR,2006
Gregor URBAS,198.54,WR,2006
Kristoffer BERNTSSON,192.47,WR,2006
Trifun ZIVANOVIC,183.05,WR,2006
Nobunari ODA,231.39,US,2007
Evan LYSACEK,221.09,US,2007
Alban PREAUBERT,212.67,US,2007
Kevin VAN DER PERREN,178.52,US,2007
Sergei DAVYDOV,175.72,US,2007
Scott SMITH,173.08,US,2007
Sergei VORONOV,173.03,US,2007
Ryan BRADLEY,172.29,US,2007
Christopher MABEE,163.16,US,2007
Karel ZELENKA,161.95,US,2007
Yasuharu NANRI,150.36,US,2007
Stephane LAMBIEL,210.7,CA,2007
Daisuke TAKAHASHI,208.21,CA,2007
Johnny WEIR,198.7,CA,2007
Shawn SAWYER,195.17,CA,2007
Tomas VERNER,192.15,CA,2007
Yannick PONSERO,189.46,CA,2007
Vaughn CHIPEUR,184.06,CA,2007
Marc Andre CRAIG,168.32,CA,2007
Jamal OTHMAN,167.22,CA,2007
Sergei VORONOV,165.73,CA,2007
Geoffry VARNER,148.57,CA,2007
Brian JOUBERT,231.08,FR,2007
Alban PREAUBERT,211.72,FR,2007
Sergei DOBRIN,193.5,FR,2007
Ilia KLIMKIN,187.16,FR,2007
Patrick CHAN,179.92,FR,2007
Takahiko KOZUKA,177.85,FR,2007
Andrei GRIAZEV,177.67,FR,2007
Shawn SAWYER,177.51,FR,2007
Yasuharu NANRI,173.51,FR,2007
Jeremie COLOT,166.34,FR,2007
Jamal OTHMAN,159.02,FR,2007
Brian JOUBERT,237.83,RU,2007
Johnny WEIR,196.28,RU,2007
Ilia KLIMKIN,187.45,RU,2007
Tomas VERNER,186.5,RU,2007
Emanuel SANDHU,185.45,RU,2007
Kristoffer BERNTSSON,184.7,RU,2007
Andrei GRIAZEV,184.02,RU,2007
Sergei DOBRIN,182.39,RU,2007
Anton KOVALEVSKI,162.98,RU,2007
Christopher MABEE,161.16,RU,2007
Gregor URBAS,159.22,RU,2007
Ryo SHIBATA,158.43,RU,2007
Evan LYSACEK,220.04,CN,2007
Sergei DAVYDOV,199.11,CN,2007
Emanuel SANDHU,193.39,CN,2007
Scott SMITH,192.38,CN,2007
Kensuke NAKANIWA,182.74,CN,2007
Alexander USPENSKI,178.59,CN,2007
Yannick PONSERO,177.09,CN,2007
Jialiang WU,175.52,CN,2007
Song GAO,154.28,CN,2007
Ryo SHIBATA,153.63,CN,2007
Daisuke TAKAHASHI,247.93,JP,2007
