name,year,event,score
NIKODINOV Angela,2005,US,149.5
PHANEUF Cynthia,2005,US,144.4
ANDO Miki,2005,US,142.64
CZISNY Alissa,2005,US,141.36
POYKIO Susanna,2005,US,140.38
LIASHENKO Elena,2005,US,135.8
OTA Yukina,2005,US,130.7
MANZANO Miriam,2005,US,125.3
HEGEL Idora,2005,US,116.98
CALVEZ Anne Sophie,2005,US,102.88
ZHANG Fan,2005,US,85.52
PHANEUF Cynthia,2005,CA,159.66
ONDA Yoshie,2005,CA,151.54
POYKIO Susanna,2005,CA,148.94
SUGURI Fumie,2005,CA,148.32
KOSTNER Carolina,2005,CA,138.94
SEBESTYEN Julia,2005,CA,132.74
LEUNG Mira,2005,CA,123.96
MCCORKELL Jenna,2005,CA,121.76
JOHANSSON Lina,2005,CA,118.8
HAWKER Lesley,2005,CA,118.1
NAKANO Yukari,2005,CA,113.68
BABIAKOVA Zuzana,2005,CA,103.52
ROCHETTE Joannie,2005,FR,168.72
KOSTNER Carolina,2005,FR,143.5
SEBESTYEN Julia,2005,FR,136.52
SUGURI Fumie,2005,FR,131.3
CORWIN Amber,2005,FR,127.88
DYTRT Annette,2005,FR,123.8
CALVEZ Anne Sophie,2005,FR,118.46
BASOVA Tatiana,2005,FR,110.66
DREI Alisa,2005,FR,107.08
MARCHEI Valentina,2005,FR,106.24
FANG Dan,2005,FR,98.9
SLUTSKAYA Irina,2005,RU,183.02
ARAKAWA Shizuka,2005,RU,155.52
SEBESTYEN Julia,2005,RU,155.06
SOKOLOVA Elena,2005,RU,147.94
DYTRT Annette,2005,RU,136.2
MANIACHENKO Galina,2005,RU,136.16
KOSTNER Carolina,2005,RU,128.92
LIU Yan,2005,RU,119.6
TIMOSHENKO Daria,2005,RU,116.74
KIRK Jennifer,2005,RU,114.54
BASOVA Tatiana,2005,RU,108.26
KETTUNEN Elina,2005,RU,106.74
SLUTSKAYA Irina,2005,CN,177.8
VOLCHKOVA Viktoria,2005,CN,154.16
ROCHETTE Joannie,2005,CN,152.12
ANDO Miki,2005,CN,150.32
KETTUNEN Elina,2005,CN,138.4
MCCORKELL Jenna,2005,CN,131.08
LEUNG Mira,2005,CN,128.9
NIKODINOV Angela,2005,CN,124.5
FANG Dan,2005,CN,121.2
LIU Yan,2005,CN,120.24
NAKANO Yukari,2005,CN,116.94
ARAKAWA Shizuka,2005,JP,179.06
ANDO Miki,2005,JP,170.36
SOKOLOVA Elena,2005,JP,148.76
ONDA Yoshie,2005,JP,146.68
VOLCHKOVA Viktoria,2005,JP,141.72
LIASHENKO Elena,2005,JP,138.32
MANZANO Miriam,2005,JP,128.42
CORWIN Amber,2005,JP,127.24
DREI Alisa,2005,JP,126.6
HEGEL Idora,2005,JP,111.22
MARCHEI Valentina,2005,JP,95.18
SLUTSKAYA Irina,2005,FN,180.88
ARAKAWA Shizuka,2005,FN,160.24
ROCHETTE Joannie,2005,FN,156.68
ANDO Miki,2005,FN,151.1
ONDA Yoshie,2005,FN,138.22
PHANEUF Cynthia,2005,FN,134.06
SLUTSKAYA Irina,2005,EU,168.71
POYKIO Susanna,2005,EU,158.93
LIASHENKO Elena,2005,EU,158.02
SEBESTYEN Julia,2005,EU,157.13
SOKOLOVA Elena,2005,EU,150.88
MANIACHENKO Galina,2005,EU,145.86
KOSTNER Carolina,2005,EU,142.71
TIMOSHENKO Daria,2005,EU,132.19
HEGEL Idora,2005,EU,132.01
MEIER Sarah,2005,EU,129.63
KETTUNEN Elina,2005,EU,128.58
DYTRT Annette,2005,EU,127.13
KORPI Kiira,2005,EU,125.46
MAXWELL Fleur,2005,EU,123.24
LUCA Roxana,2005,EU,121.22
MCCORKELL Jenna,2005,EU,120.91
JOHANSSON Lina,2005,EU,110.04
POTH Diana,2005,EU,108.89
KARADEMIR Tugba,2005,EU,106.98
VENHUIZEN Karen,2005,EU,105.45
DIDIER Candice,2005,EU,102.87
RADEVA Sonia,2005,EU,101.84
KREUZER Andrea,2005,EU,92.82
PADAR Bianka,2005,EU,92.18
SUGURI Fumie,2005,4C,178.66
ONDA Yoshie,2005,4C,166.8
KIRK Jennifer,2005,4C,148.06
CARTER Joanne,2005,4C,134.09
HAWKER Lesley,2005,4C,133.2
CORWIN Amber,2005,4C,132.36
LIANG Beatrisa,2005,4C,130.78
LIU Yan,2005,4C,128.5
MANZANO Miriam,2005,4C,122.72
CHOI Ji Eun,2005,4C,122.68
NAKANO Yukari,2005,4C,121.74
FANG Dan,2005,4C,120.56
BOISSONNEAULT Vicky,2005,4C,119.06
KIM Chae-Hwa,2005,4C,117.84
HOU Na,2005,4C,112.26
CANTU Michele,2005,4C,93.99
SHIN Yea-Ji,2005,4C,91.92
HUMAN Shirene,2005,4C,88.0
CHEN Diane,2005,4C,86.02
BUYS Jenna-Anne,2005,4C,82.38
PRYTULA Sarah-Yvonne,2005,4C,82.16
CANTU Ana Cecilia,2005,4C,81.88
OROZCO Gladys,2005,4C,79.03
TSAI Shirley Hsin Hui,2005,4C,66.28
SLUTSKAYA Irina,2005,WR,222.71
COHEN Sasha,2005,WR,214.39
KOSTNER Carolina,2005,WR,200.56
KWAN Michele,2005,WR,200.19
SUGURI Fumie,2005,WR,196.01
ANDO Miki,2005,WR,193.14
SOKOLOVA Elena,2005,WR,189.48
POYKIO Susanna,2005,WR,187.67
ARAKAWA Shizuka,2005,WR,185.73
LIASHENKO Elena,2005,WR,174.18
ROCHETTE Joannie,2005,WR,172.99
SEBESTYEN Julia,2005,WR,167.56
HEGEL Idora,2005,WR,164.97
MEIER Sarah,2005,WR,164.68
DYTRT Annette,2005,WR,163.49
CARTER Joanne,2005,WR,163.38
KIRK Jennifer,2005,WR,156.81
PAVUK Viktoria,2005,WR,148.46
JOHANSSON Lina,2005,WR,145.94
PHANEUF Cynthia,2005,WR,143.44
LIU Yan,2005,WR,142.33
MCCORKELL Jenna,2005,WR,142.0
DIDIER Candice,2005,WR,129.68
VENHUIZEN Karen,2005,WR,125.58
SOKOLOVA Elena,2006,US,163.02
CZISNY Alissa,2006,US,159.3
ONDA Yoshie,2006,US,150.98
LIANG Beatrisa,2006,US,133.0
HUGHES Emily,2006,US,126.78
LEUNG Mira,2006,US,125.82
PAULINUS Constanze,2006,US,122.06
SEBESTYEN Julia,2006,US,121.78
FANG Dan,2006,US,112.26
HEGEL Idora,2006,US,106.42
CZISNY Alissa,2006,CA,168.32
ROCHETTE Joannie,2006,CA,158.3
NAKANO Yukari,2006,CA,149.54
LIU Yan,2006,CA,142.58
MEIER Sarah,2006,CA,141.78
LEUNG Mira,2006,CA,134.3
KOSTNER Carolina,2006,CA,132.64
SUGURI Fumie,2006,CA,132.0
HAWKER Lesley,2006,CA,127.8
CARTER Joanne,2006,CA,116.7
ASADA Mao,2006,FR,182.42
COHEN Sasha,2006,FR,175.12
ARAKAWA Shizuka,2006,FR,173.3
ROCHETTE Joannie,2006,FR,167.22
MEISSNER Kimmie,2006,FR,155.72
SOKOLOVA Elena,2006,FR,152.52
DYTRT Annette,2006,FR,131.88
EFREMENKO Galina,2006,FR,107.98
CALVEZ Anne Sophie,2006,FR,102.9
MAXWELL Fleur,2006,FR,102.44
BOBILLIER Nadege,2006,FR,101.96
SLUTSKAYA Irina,2006,RU,198.06
ANDO Miki,2006,RU,172.3
ONDA Yoshie,2006,RU,142.4
POYKIO Susanna,2006,RU,131.3
HUGHES Emily,2006,RU,125.76
SEBESTYEN Julia,2006,RU,124.38
GIMAZETDINOVA Anastasia,2006,RU,121.96
CORWIN Amber,2006,RU,115.0
HOU Na,2006,RU,107.62
BASOVA Tatiana,2006,RU,102.76
SLUTSKAYA Irina,2006,CN,196.12
ASADA Mao,2006,CN,176.6
ARAKAWA Shizuka,2006,CN,173.6
LIASHENKO Elena,2006,CN,160.7
LIU Yan,2006,CN,145.92
PAVUK Viktoria,2006,CN,129.84
FANG Dan,2006,CN,122.54
HOU Na,2006,CN,106.34
HEGEL Idora,2006,CN,104.78
CORWIN Amber,2006,CN,91.06
NAKANO Yukari,2006,JP,158.66
SUGURI Fumie,2006,JP,158.48
LIASHENKO Elena,2006,JP,156.52
ANDO Miki,2006,JP,154.34
MEISSNER Kimmie,2006,JP,152.18
KOSTNER Carolina,2006,JP,145.42
MEIER Sarah,2006,JP,142.56
DYTRT Annette,2006,JP,125.38
PAVUK Viktoria,2006,JP,125.04
VENHUIZEN Karen,2006,JP,105.56
MANZANO Miriam,2006,JP,103.3
ASADA Mao,2006,FN,189.62
SLUTSKAYA Irina,2006,FN,181.48
NAKANO Yukari,2006,FN,161.82
ANDO Miki,2006,FN,157.3
SOKOLOVA Elena,2006,FN,150.08
CZISNY Alissa,2006,FN,140.9
SLUTSKAYA Irina,2006,EU,193.24
SOKOLOVA Elena,2006,EU,177.81
KOSTNER Carolina,2006,EU,172.45
MEIER Sarah,2006,EU,167.16
GEDEVANISHVILI Elene,2006,EU,153.27
KORPI Kiira,2006,EU,146.37
POYKIO Susanna,2006,EU,144.75
DREI Alisa,2006,EU,141.55
VOLCHKOVA Viktoria,2006,EU,131.88
DYTRT Annette,2006,EU,131.11
HEGEL Idora,2006,EU,127.15
PAVUK Viktoria,2006,EU,126.88
KARADEMIR Tugba,2006,EU,124.72
SEBESTYEN Julia,2006,EU,121.9
GLEBOVA Elena,2006,EU,116.59
RADEVA Sonia,2006,EU,114.24
BOBILLIER Nadege,2006,EU,112.88
KREUZER Andrea,2006,EU,111.95
MARCHEI Valentina,2006,EU,111.66
POSTIC Teodora,2006,EU,111.15
ZUIDERWIJK Martine,2006,EU,104.77
PROYDA Ekaterina,2006,EU,96.47
BELENYESIOVA Jacqueline,2006,EU,94.93
JOHANSSON Lina,2006,EU,90.61
TAYLOR Katy,2006,4C,164.05
NAKANO Yukari,2006,4C,161.49
LIANG Beatrisa,2006,4C,159.91
HAWKER Lesley,2006,4C,145.94
DUHAMEL Meagan,2006,4C,145.28
ASADA Mai,2006,4C,141.65
LIU Yan,2006,4C,138.55
CARTER Joanne,2006,4C,133.97
KITAMURA Akiko,2006,4C,132.04
ZUKOWSKI Christine,2006,4C,131.42
LACOSTE Amelie,2006,4C,127.29
MANZANO Miriam,2006,4C,114.37
CHOI Ji Eun,2006,4C,112.42
KIM Chae-Hwa,2006,4C,112.0
FANG Dan,2006,4C,105.67
CANTU Michele,2006,4C,99.07
SHIN Yea-Ji,2006,4C,92.36
CANTU Ana Cecilia,2006,4C,92.22
SUTAN Tammy,2006,4C,90.8
NAPHTAL Emily,2006,4C,82.55
CHEN Diane,2006,4C,80.61
DOWNING Laura,2006,4C,73.42
ALLELY Megan,2006,4C,64.23
ARAKAWA Shizuka,2006,OL,191.34
COHEN Sasha,2006,OL,183.36
SLUTSKAYA Irina,2006,OL,181.44
SUGURI Fumie,2006,OL,175.23
ROCHETTE Joannie,2006,OL,167.27
MEISSNER Kimmie,2006,OL,165.71
HUGHES Emily,2006,OL,160.87
MEIER Sarah,2006,OL,156.13
KOSTNER Carolina,2006,OL,153.5
GEDEVANISHVILI Elene,2006,OL,151.46
LIU Yan,2006,OL,145.3
LEUNG Mira,2006,OL,145.16
POYKIO Susanna,2006,OL,143.22
SOKOLOVA Elena,2006,OL,142.35
ANDO Miki,2006,OL,140.2
KORPI Kiira,2006,OL,137.2
LIASHENKO Elena,2006,OL,134.08
SEBESTYEN Julia,2006,OL,129.26
HEGEL Idora,2006,OL,127.07
EFREMENKO Galina,2006,OL,125.37
KARADEMIR Tugba,2006,OL,123.64
FONTANA Silvia,2006,OL,120.37
PAVUK Viktoria,2006,OL,119.85
MAXWELL Fleur,2006,OL,109.57
MEISSNER Kimmie,2006,WR,218.33
SUGURI Fumie,2006,WR,209.74
COHEN Sasha,2006,WR,208.88
SOKOLOVA Elena,2006,WR,202.27
NAKANO Yukari,2006,WR,195.65
MEIER Sarah,2006,WR,195.11
ROCHETTE Joannie,2006,WR,189.41
HUGHES Emily,2006,WR,184.75
POYKIO Susanna,2006,WR,180.06
KORPI Kiira,2006,WR,176.65
ONDA Yoshie,2006,WR,172.46
KOSTNER Carolina,2006,WR,172.45
LEUNG Mira,2006,WR,168.8
GEDEVANISHVILI Elene,2006,WR,164.92
HEGEL Idora,2006,WR,163.58
LIU Yan,2006,WR,159.05
NYLANDER Amanda,2006,WR,154.08
KARADEMIR Tugba,2006,WR,153.25
MARTINOVA Arina,2006,WR,149.89
EFREMENKO Galina,2006,WR,149.65
GIMAZETDINOVA Anastasia,2006,WR,149.43
SEBESTYEN Julia,2006,WR,142.3
MARCHEI Valentina,2006,WR,141.51
DYTRT Annette,2006,WR,137.31
ANDO Miki,2007,US,192.59
MEISSNER Kimmie,2007,US,177.78
ASADA Mao,2007,US,171.23
MEIER Sarah,2007,US,169.01
HUGHES Emily,2007,US,147.34
ASADA Mai,2007,US,138.29
KORPI Kiira,2007,US,132.93
LEUNG Mira,2007,US,128.07
MARCHEI Valentina,2007,US,116.81
CANTU Michele,2007,US,108.04
TAYLOR Katy,2007,US,106.07
ROCHETTE Joannie,2007,CA,173.86
SUGURI Fumie,2007,CA,168.76
KIM Yuna,2007,CA,168.48
CZISNY Alissa,2007,CA,163.69
POYKIO Susanna,2007,CA,161.58
LEUNG Mira,2007,CA,150.92
ONDA Yoshie,2007,CA,146.95
XU Binshu,2007,CA,142.7
HAWKER Lesley,2007,CA,136.68
DREI Alisa,2007,CA,121.65
KARADEMIR Tugba,2007,CA,112.09
TAYLOR Katy,2007,CA,110.57
KIM Yuna,2007,FR,184.54
ANDO Miki,2007,FR,174.44
MEISSNER Kimmie,2007,FR,158.03
ROCHETTE Joannie,2007,FR,151.52
POYKIO Susanna,2007,FR,148.81
MARCHEI Valentina,2007,FR,129.73
ZUKOWSKI Christine,2007,FR,123.59
CALVEZ Anne Sophie,2007,FR,123.26
BOBILLIER Nadege,2007,FR,109.88
RADEVA Sonia,2007,FR,95.74
DIDIER Candice,2007,FR,91.68
MEIER Sarah,2007,RU,159.17
SEBESTYEN Julia,2007,RU,146.75
ONDA Yoshie,2007,RU,143.6
SOKOLOVA Elena,2007,RU,143.11
SAWADA Aki,2007,RU,142.04
KORPI Kiira,2007,RU,137.41
MARTINOVA Arina,2007,RU,134.91
VOLCHKOVA Viktoria,2007,RU,130.83
CZISNY Alissa,2007,RU,121.21
LIU Yan,2007,RU,114.65
GIMAZETDINOVA Anastasia,2007,RU,114.12
PAVUK Viktoria,2007,RU,111.74
SEBESTYEN Julia,2007,CN,153.8
NAKANO Yukari,2007,CN,151.27
HUGHES Emily,2007,CN,151.12
XU Binshu,2007,CN,136.31
LIANG Beatrisa,2007,CN,134.99
ASADA Mai,2007,CN,134.27
SOKOLOVA Elena,2007,CN,134.17
SAWADA Aki,2007,CN,133.33
LIU Yan,2007,CN,125.23
KIM Chae-Hwa,2007,CN,115.19
FANG Dan,2007,CN,113.38
LUCA Roxana,2007,CN,100.83
ASADA Mao,2007,JP,199.52
SUGURI Fumie,2007,JP,179.31
NAKANO Yukari,2007,JP,160.93
LIANG Beatrisa,2007,JP,129.32
ZUKOWSKI Christine,2007,JP,127.94
FANG Dan,2007,JP,127.85
MARTINOVA Arina,2007,JP,127.23
HAWKER Lesley,2007,JP,120.85
KIM Chae-Hwa,2007,JP,117.87
KARADEMIR Tugba,2007,JP,112.59
MCCORKELL Jenna,2007,JP,97.95
KIM Yuna,2007,FN,184.2
ASADA Mao,2007,FN,172.52
MEIER Sarah,2007,FN,170.28
SUGURI Fumie,2007,FN,158.78
ANDO Miki,2007,FN,157.32
SEBESTYEN Julia,2007,FN,142.69
KOSTNER Carolina,2007,EU,174.79
MEIER Sarah,2007,EU,171.28
KORPI Kiira,2007,EU,151.19
POYKIO Susanna,2007,EU,146.02
MARCHEI Valentina,2007,EU,144.28
DREI Alisa,2007,EU,141.9
SOKOLOVA Elena,2007,EU,139.71
GEDEVANISHVILI Elene,2007,EU,137.32
SEBESTYEN Julia,2007,EU,136.05
KARADEMIR Tugba,2007,EU,131.0
IEVLEVA Alexandra,2007,EU,126.99
GLEBOVA Elena,2007,EU,126.8
KATZ Tamar,2007,EU,126.09
JOHANSSON Lina,2007,EU,120.64
MCCORKELL Jenna,2007,EU,120.47
HEGEL Idora,2007,EU,119.96
CALVEZ Anne Sophie,2007,EU,116.96
PAVUK Viktoria,2007,EU,110.98
WIECZOREK Kristin,2007,EU,110.2
BERGER Christiane,2007,EU,109.17
LUCA Roxana,2007,EU,108.34
JURKIEWICZ Anna,2007,EU,107.31
BARTOVA Radka,2007,EU,105.12
MOVCHAN Irina,2007,EU,102.94
MEISSNER Kimmie,2007,4C,172.75
HUGHES Emily,2007,4C,166.6
ROCHETTE Joannie,2007,4C,165.9
SAWADA Aki,2007,4C,156.88
CZISNY Alissa,2007,4C,154.03
ONDA Yoshie,2007,4C,152.61
HAWKER Lesley,2007,4C,138.23
XU Binshu,2007,4C,133.09
LIU Yan,2007,4C,126.69
FANG Dan,2007,4C,125.2
SHIN Yea-Ji,2007,4C,123.44
GIMAZETDINOVA Anastasia,2007,4C,123.39
KIM Na-Young,2007,4C,122.28
KIM Chae-Hwa,2007,4C,121.11
PHANEUF Cynthia,2007,4C,120.01
CARTER Joanne,2007,4C,108.4
CANTU Ana Cecilia,2007,4C,100.64
NAPHTAL Emily,2007,4C,96.26
HO Jocelyn,2007,4C,95.56
PAREKH Ami,2007,4C,94.56
DI TOMMASO Phoebe,2007,4C,92.92
CANTU Michele,2007,4C,90.63
PIETERSEN Abigail,2007,4C,74.3
ANDO Miki,2007,WR,195.09
ASADA Mao,2007,WR,194.45
KIM Yuna,2007,WR,186.14
MEISSNER Kimmie,2007,WR,180.23
NAKANO Yukari,2007,WR,168.92
KOSTNER Carolina,2007,WR,168.92
MEIER Sarah,2007,WR,160.8
POYKIO Susanna,2007,WR,160.12
HUGHES Emily,2007,WR,159.06
ROCHETTE Joannie,2007,WR,158.98
MARCHEI Valentina,2007,WR,153.6
SEBESTYEN Julia,2007,WR,153.5
SOKOLOVA Elena,2007,WR,149.77
KORPI Kiira,2007,WR,149.47
CZISNY Alissa,2007,WR,147.74
MARTINOVA Arina,2007,WR,145.28
GEDEVANISHVILI Elene,2007,WR,144.4
GLEBOVA Elena,2007,WR,131.18
GIMAZETDINOVA Anastasia,2007,WR,130.44
CARTER Joanne,2007,WR,127.17
HEGEL Idora,2007,WR,125.66
LIU Yan,2007,WR,123.22
KATZ Tamar,2007,WR,122.51
LEUNG Mira,2007,WR,120.74
MEISSNER Kimmie,2008,US,163.23
ANDO Miki,2008,US,161.89
ZHANG Caroline,2008,US,153.35
HUGHES Emily,2008,US,140.5
LEUNG Mira,2008,US,139.14
GEDEVANISHVILI Elene,2008,US,126.06
IEVLEVA Alexandra,2008,US,124.84
ASADA Mai,2008,US,120.49
KARADEMIR Tugba,2008,US,119.26
MARCHEI Valentina,2008,US,116.44
XU Binshu,2008,US,112.46
ASADA Mao,2008,CA,177.66
NAKANO Yukari,2008,CA,169.43
ROCHETTE Joannie,2008,CA,168.18
HUGHES Emily,2008,CA,162.42
WAGNER Ashley,2008,CA,150.06
TAKEDA Nana,2008,CA,148.05
LEPISTO Laura,2008,CA,147.69
GLEBOVA Elena,2008,CA,145.69
HAWKER Lesley,2008,CA,136.55
PHANEUF Cynthia,2008,CA,129.17
DREI Alisa,2008,CA,123.9
HEGEL Idora,2008,CA,120.32
ASADA Mao,2008,FR,179.8
MEISSNER Kimmie,2008,FR,158.74
WAGNER Ashley,2008,FR,158.63
MEIER Sarah,2008,FR,147.15
LEUNG Mira,2008,FR,144.57
GLEBOVA Elena,2008,FR,141.71
PAVUK Viktoria,2008,FR,137.73
DIDIER Gwendoline,2008,FR,120.14
MARCHEI Valentina,2008,FR,118.99
FANG Dan,2008,FR,111.65
SAWADA Aki,2008,FR,99.18
GIMAZETDINOVA Anastasia,2008,FR,98.9
KIM Yuna,2008,RU,197.2
NAKANO Yukari,2008,RU,172.77
ROCHETTE Joannie,2008,RU,169.91
KORPI Kiira,2008,RU,154.26
SUGURI Fumie,2008,RU,148.15
PETUSHKOVA Nina,2008,RU,138.79
SEBESTYEN Julia,2008,RU,134.98
LIANG Beatrisa,2008,RU,134.6
LIU Yan,2008,RU,126.14
GERBOLDT Katarina,2008,RU,121.1
WIECZOREK Kristin,2008,RU,109.61
MARTINOVA Arina,2008,RU,101.43
KIM Yuna,2008,CN,180.68
ZHANG Caroline,2008,CN,156.34
KOSTNER Carolina,2008,CN,143.86
SUGURI Fumie,2008,CN,137.13
SEBESTYEN Julia,2008,CN,136.6
LIANG Beatrisa,2008,CN,127.42
FANG Dan,2008,CN,124.58
POYKIO Susanna,2008,CN,124.0
CZISNY Alissa,2008,CN,120.43
XU Binshu,2008,CN,119.63
MARTINOVA Arina,2008,CN,117.38
WANG Yueren,2008,CN,109.71
KOSTNER Carolina,2008,JP,164.69
MEIER Sarah,2008,JP,163.17
TAKEDA Nana,2008,JP,154.83
ANDO Miki,2008,JP,145.81
LEPISTO Laura,2008,JP,145.58
CZISNY Alissa,2008,JP,144.32
HAWKER Lesley,2008,JP,139.96
GEDEVANISHVILI Elene,2008,JP,136.54
KIM Chae-Hwa,2008,JP,122.76
LIU Yan,2008,JP,119.66
KIM Yuna,2008,FN,196.83
ASADA Mao,2008,FN,191.59
KOSTNER Carolina,2008,FN,178.93
ZHANG Caroline,2008,FN,176.48
NAKANO Yukari,2008,FN,172.96
MEISSNER Kimmie,2008,FN,154.22
KOSTNER Carolina,2008,EU,171.28
MEIER Sarah,2008,EU,169.44
LEPISTO Laura,2008,EU,165.65
SEBESTYEN Julia,2008,EU,162.89
KORPI Kiira,2008,EU,162.22
MARCHEI Valentina,2008,EU,153.34
GEDEVANISHVILI Elene,2008,EU,147.09
MCCORKELL Jenna,2008,EU,145.57
DORONINA Ksenia,2008,EU,144.2
VAHAMAA Jenni,2008,EU,142.4
KARADEMIR Tugba,2008,EU,138.73
DYTRT Annette,2008,EU,132.95
BERTON Stefania,2008,EU,130.59
VENHUIZEN Karen,2008,EU,126.3
SIMAOVA Nella,2008,EU,124.39
KATZ Tamar,2008,EU,123.41
PETUSHKOVA Nina,2008,EU,122.97
HELGESSON Viktoria,2008,EU,121.42
JURKIEWICZ Anna,2008,EU,120.76
LAFUENTE Sonia,2008,EU,119.66
HADFORD Katherine,2008,EU,115.99
LUCA Roxana,2008,EU,104.72
KAESER Viviane,2008,EU,103.83
IKONNIKOVA Olga,2008,EU,101.2
DIKANOVIC Maria,2008,EU,76.24
ASADA Mao,2008,4C,193.25
ROCHETTE Joannie,2008,4C,179.54
ANDO Miki,2008,4C,177.66
KIM Na-Young,2008,4C,158.49
LEUNG Mira,2008,4C,157.36
HACKER Katrina,2008,4C,153.86
PHANEUF Cynthia,2008,4C,152.67
WAGNER Ashley,2008,4C,152.46
GIMAZETDINOVA Anastasia,2008,4C,150.07
SUGURI Fumie,2008,4C,145.06
LIANG Beatrisa,2008,4C,144.25
WANG Yueren,2008,4C,129.88
XU Binshu,2008,4C,128.39
LIU Yan,2008,4C,124.09
WANG Melinda,2008,4C,119.58
KIM Chae-Hwa,2008,4C,115.85
HAMUI Loretta,2008,4C,99.89
CANTU Ana Cecilia,2008,4C,94.76
WANG Tina,2008,4C,94.28
MARAIS Lejeanne,2008,4C,90.52
ONO Tamami,2008,4C,88.96
TAN Gracielle Jeanne,2008,4C,80.88
TANSOMBOON Charissa,2008,4C,79.28
BRUHNS Corenne,2008,4C,76.89
ASADA Mao,2008,WR,185.56
KOSTNER Carolina,2008,WR,184.68
KIM Yuna,2008,WR,183.23
NAKANO Yukari,2008,WR,177.4
ROCHETTE Joannie,2008,WR,174.12
MEIER Sarah,2008,WR,171.88
MEISSNER Kimmie,2008,WR,149.74
LEPISTO Laura,2008,WR,147.26
KORPI Kiira,2008,WR,145.73
LIANG Beatrisa,2008,WR,145.29
SEBESTYEN Julia,2008,WR,145.17
DYTRT Annette,2008,WR,144.31
MARCHEI Valentina,2008,WR,142.93
LEUNG Mira,2008,WR,140.59
GLEBOVA Elena,2008,WR,140.1
WAGNER Ashley,2008,WR,137.4
DORONINA Ksenia,2008,WR,135.25
HELGESSON Viktoria,2008,WR,127.96
KIM Na-Young,2008,WR,127.32
GEDEVANISHVILI Elene,2008,WR,125.99
GIMAZETDINOVA Anastasia,2008,WR,124.92
KATZ Tamar,2008,WR,116.86
WANG Melinda,2008,WR,116.12
KIM Yuna,2009,US,193.45
NAKANO Yukari,2009,US,172.53
ANDO Miki,2009,US,168.42
FLATT Rachael,2009,US,155.73
NAGASU Mirai,2009,US,142.9
POYKIO Susanna,2009,US,142.14
LEUNG Mira,2009,US,136.16
MEISSNER Kimmie,2009,US,135.92
LIU Yan,2009,US,128.12
DYTRT Annette,2009,US,116.83
KARADEMIR Tugba,2009,US,113.91
ROCHETTE Joannie,2009,CA,188.89
SUGURI Fumie,2009,CA,163.86
CZISNY Alissa,2009,CA,157.92
KOSTNER Carolina,2009,CA,152.76
ZHANG Caroline,2009,CA,150.8
LIANG Beatrisa,2009,CA,142.12
MCCORKELL Jenna,2009,CA,139.37
PHANEUF Cynthia,2009,CA,133.47
TAKEDA Nana,2009,CA,128.93
VAHAMAA Jenni,2009,CA,122.75
GLEBOVA Elena,2009,CA,116.38
ROCHETTE Joannie,2009,FR,180.73
ASADA Mao,2009,FR,167.59
ZHANG Caroline,2009,FR,156.54
DIDIER Candice,2009,FR,135.25
LIANG Beatrisa,2009,FR,134.29
XU Binshu,2009,FR,123.83
GEDEVANISHVILI Elene,2009,FR,121.78
GIMAZETDINOVA Anastasia,2009,FR,116.99
HUGHES Emily,2009,FR,115.48
DIDIER Gwendoline,2009,FR,111.18
KOSTNER Carolina,2009,RU,170.72
FLATT Rachael,2009,RU,166.06
SUGURI Fumie,2009,RU,162.04
CZISNY Alissa,2009,RU,151.03
LEONOVA Alena,2009,RU,145.93
GLEBOVA Elena,2009,RU,140.67
SEBESTYEN Julia,2009,RU,131.54
MEISSNER Kimmie,2009,RU,131.36
KIM Na-Young,2009,RU,125.95
PETUSHKOVA Nina,2009,RU,125.61
KIM Yuna,2009,CN,191.75
ANDO Miki,2009,CN,170.88
LEPISTO Laura,2009,CN,159.42
WAGNER Ashley,2009,CN,155.59
POYKIO Susanna,2009,CN,148.03
MEIER Sarah,2009,CN,142.31
LEONOVA Alena,2009,CN,137.27
HACKER Katrina,2009,CN,134.95
LIU Yan,2009,CN,118.07
XU Binshu,2009,CN,116.59
LEUNG Mira,2009,CN,114.05
WANG Yueren,2009,CN,95.68
ASADA Mao,2009,JP,191.13
SUZUKI Akiko,2009,JP,167.64
NAKANO Yukari,2009,JP,166.87
WAGNER Ashley,2009,JP,161.1
LEPISTO Laura,2009,JP,158.85
HACKER Katrina,2009,JP,139.46
PHANEUF Cynthia,2009,JP,138.9
NAGASU Mirai,2009,JP,124.22
KIM Na-Young,2009,JP,119.77
DYTRT Annette,2009,JP,115.57
GIMAZETDINOVA Anastasia,2009,JP,115.1
GERBOLDT Katarina,2009,JP,113.95
ASADA Mao,2009,FN,188.55
KIM Yuna,2009,FN,186.35
KOSTNER Carolina,2009,FN,168.01
ROCHETTE Joannie,2009,FN,166.36
NAKANO Yukari,2009,FN,161.93
ANDO Miki,2009,FN,158.25
LEPISTO Laura,2009,EU,167.32
KOSTNER Carolina,2009,EU,165.42
POYKIO Susanna,2009,EU,156.31
LEONOVA Alena,2009,EU,143.99
KORPI Kiira,2009,EU,139.01
GERBOLDT Katarina,2009,EU,137.05
DYTRT Annette,2009,EU,136.98
SEBESTYEN Julia,2009,EU,134.47
MCCORKELL Jenna,2009,EU,131.42
KARADEMIR Tugba,2009,EU,130.85
REITMAYEROVA Ivana,2009,EU,130.2
GLEBOVA Elena,2009,EU,128.36
DIDIER Candice,2009,EU,124.07
