name,score,event,year,last_name,first_name,full_name
Alissa CZISNY,157.92,CA,2009,CZISNY,Alissa,"Alissa, CZISNY"
Carolina KOSTNER,152.76,CA,2009,KOSTNER,Carolina,"Carolina, KOSTNER"
Caroline ZHANG,150.8,CA,2009,ZHANG,Caroline,"Caroline, ZHANG"
Beatrisa LIANG,142.12,CA,2009,LIANG,Beatrisa,"Beatrisa, LIANG"
Jenna MCCORKELL,139.37,CA,2009,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Cynthia PHANEUF,133.47,CA,2009,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Nana TAKEDA,128.93,CA,2009,TAKEDA,Nana,"Nana, TAKEDA"
Jenni VAHAMAA,122.75,CA,2009,VAHAMAA,Jenni,"Jenni, VAHAMAA"
Elena GLEBOVA,116.38,CA,2009,GLEBOVA,Elena,"Elena, GLEBOVA"
Joannie ROCHETTE,180.73,FR,2009,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Mao ASADA,167.59,FR,2009,ASADA,Mao,"Mao, ASADA"
Caroline ZHANG,156.54,FR,2009,ZHANG,Caroline,"Caroline, ZHANG"
Candice DIDIER,135.25,FR,2009,DIDIER,Candice,"Candice, DIDIER"
Beatrisa LIANG,134.29,FR,2009,LIANG,Beatrisa,"Beatrisa, LIANG"
Binshu XU,123.83,FR,2009,XU,Binshu,"Binshu, XU"
Elene GEDEVANISHVILI,121.78,FR,2009,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Anastasia GIMAZETDINOVA,116.99,FR,2009,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Emily HUGHES,115.48,FR,2009,HUGHES,Emily,"Emily, HUGHES"
Gwendoline DIDIER,111.18,FR,2009,DIDIER,Gwendoline,"Gwendoline, DIDIER"
Carolina KOSTNER,170.72,RU,2009,KOSTNER,Carolina,"Carolina, KOSTNER"
Rachael FLATT,166.06,RU,2009,FLATT,Rachael,"Rachael, FLATT"
Fumie SUGURI,162.04,RU,2009,SUGURI,Fumie,"Fumie, SUGURI"
Alissa CZISNY,151.03,RU,2009,CZISNY,Alissa,"Alissa, CZISNY"
Alena LEONOVA,145.93,RU,2009,LEONOVA,Alena,"Alena, LEONOVA"
Elena GLEBOVA,140.67,RU,2009,GLEBOVA,Elena,"Elena, GLEBOVA"
Julia SEBESTYEN,131.54,RU,2009,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Kimmie MEISSNER,131.36,RU,2009,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Na-Young KIM,125.95,RU,2009,KIM,Na-Young,"Na-Young, KIM"
Nina PETUSHKOVA,125.61,RU,2009,PETUSHKOVA,Nina,"Nina, PETUSHKOVA"
Yu-Na KIM,191.75,CN,2009,KIM,Yuna,"Yuna, KIM"
Miki ANDO,170.88,CN,2009,ANDO,Miki,"Miki, ANDO"
Laura LEPISTO,159.42,CN,2009,LEPISTO,Laura,"Laura, LEPISTO"
Ashley WAGNER,155.59,CN,2009,WAGNER,Ashley,"Ashley, WAGNER"
Susanna POYKIO,148.03,CN,2009,POYKIO,Susanna,"Susanna, POYKIO"
Sarah MEIER,142.31,CN,2009,MEIER,Sarah,"Sarah, MEIER"
Alena LEONOVA,137.27,CN,2009,LEONOVA,Alena,"Alena, LEONOVA"
Katrina HACKER,134.95,CN,2009,HACKER,Katrina,"Katrina, HACKER"
Yan LIU,118.07,CN,2009,LIU,Yan,"Yan, LIU"
Binshu XU,116.59,CN,2009,XU,Binshu,"Binshu, XU"
Mira LEUNG,114.05,CN,2009,LEUNG,Mira,"Mira, LEUNG"
Yueren WANG,95.68,CN,2009,WANG,Yueren,"Yueren, WANG"
Mao ASADA,191.13,JP,2009,ASADA,Mao,"Mao, ASADA"
Akiko SUZUKI,167.64,JP,2009,SUZUKI,Akiko,"Akiko, SUZUKI"
Yukari NAKANO,166.87,JP,2009,NAKANO,Yukari,"Yukari, NAKANO"
Ashley WAGNER,161.1,JP,2009,WAGNER,Ashley,"Ashley, WAGNER"
Laura LEPISTO,158.85,JP,2009,LEPISTO,Laura,"Laura, LEPISTO"
Katrina HACKER,139.46,JP,2009,HACKER,Katrina,"Katrina, HACKER"
Cynthia PHANEUF,138.9,JP,2009,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Mirai NAGASU,124.22,JP,2009,NAGASU,Mirai,"Mirai, NAGASU"
Na-Young KIM,119.77,JP,2009,KIM,Na-Young,"Na-Young, KIM"
Annette DYTRT,115.57,JP,2009,DYTRT,Annette,"Annette, DYTRT"
Anastasia GIMAZETDINOVA,115.1,JP,2009,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Katarina GERBOLDT,113.95,JP,2009,GERBOLDT,Katarina,"Katarina, GERBOLDT"
Mao ASADA,188.55,FN,2009,ASADA,Mao,"Mao, ASADA"
Yu-Na KIM,186.35,FN,2009,KIM,Yuna,"Yuna, KIM"
Carolina KOSTNER,168.01,FN,2009,KOSTNER,Carolina,"Carolina, KOSTNER"
Joannie ROCHETTE,166.36,FN,2009,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Yukari NAKANO,161.93,FN,2009,NAKANO,Yukari,"Yukari, NAKANO"
Miki ANDO,158.25,FN,2009,ANDO,Miki,"Miki, ANDO"
Laura LEPISTÖ,167.32,EU,2009,LEPISTO,Laura,"Laura, LEPISTO"
Carolina KOSTNER,165.42,EU,2009,KOSTNER,Carolina,"Carolina, KOSTNER"
Susanna PÖYKIÖ,156.31,EU,2009,POYKIO,Susanna,"Susanna, POYKIO"
Alena LEONOVA,143.99,EU,2009,LEONOVA,Alena,"Alena, LEONOVA"
Kiira KORPI,139.01,EU,2009,KORPI,Kiira,"Kiira, KORPI"
Katarina GERBOLDT,137.05,EU,2009,GERBOLDT,Katarina,"Katarina, GERBOLDT"
Annette DYTRT,136.98,EU,2009,DYTRT,Annette,"Annette, DYTRT"
Julia SEBESTYEN,134.47,EU,2009,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Jenna MCCORKELL,131.42,EU,2009,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Tugba KARADEMIR,130.85,EU,2009,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Ivana REITMAYEROVA,130.2,EU,2009,REITMAYEROVA,Ivana,"Ivana, REITMAYEROVA"
Elena GLEBOVA,128.36,EU,2009,GLEBOVA,Elena,"Elena, GLEBOVA"
Candice DIDIER,124.07,EU,2009,DIDIER,Candice,"Candice, DIDIER"
Nella SIMAOVA,120.61,EU,2009,SIMAOVA,Nella,"Nella, SIMAOVA"
Francesca RIO,119.61,EU,2009,RIO,Francesca,"Francesca, RIO"
Stefania BERTON,118.97,EU,2009,BERTON,Stefania,"Stefania, BERTON"
Viktoria HELGESSON,118.39,EU,2009,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Teodora POSTIC,114.95,EU,2009,POSTIC,Teodora,"Teodora, POSTIC"
Irina MOVCHAN,111.52,EU,2009,MOVCHAN,Irina,"Irina, MOVCHAN"
Kerstin FRANK,104.92,EU,2009,FRANK,Kerstin,"Kerstin, FRANK"
Karly ROBERTSON,104.44,EU,2009,ROBERTSON,Karly,"Karly, ROBERTSON"
Manouk GIJSMAN,103.28,EU,2009,GIJSMAN,Manouk,"Manouk, GIJSMAN"
Sonia LAFUENTE,101.7,EU,2009,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Isabelle PIEMAN,96.64,EU,2009,PIEMAN,Isabelle,"Isabelle, PIEMAN"
KIM Yu-Na,189.07,4C,2009,KIM,Yuna,"Yuna, KIM"
ROCHETTE Joannie,183.91,4C,2009,ROCHETTE,Joannie,"Joannie, ROCHETTE"
ASADA Mao,176.52,4C,2009,ASADA,Mao,"Mao, ASADA"
ZHANG Caroline,171.22,4C,2009,ZHANG,Caroline,"Caroline, ZHANG"
PHANEUF Cynthia,169.41,4C,2009,PHANEUF,Cynthia,"Cynthia, PHANEUF"
SUGURI Fumie,167.74,4C,2009,SUGURI,Fumie,"Fumie, SUGURI"
FLATT Rachael,162.83,4C,2009,FLATT,Rachael,"Rachael, FLATT"
SUZUKI Akiko,160.36,4C,2009,SUZUKI,Akiko,"Akiko, SUZUKI"
CZISNY Alissa,159.81,4C,2009,CZISNY,Alissa,"Alissa, CZISNY"
LACOSTE Amelie,146.18,4C,2009,LACOSTE,Amelie,"Amelie, LACOSTE"
LIU Yan,139.5,4C,2009,LIU,Yan,"Yan, LIU"
GIMAZETDINOVA Anastasia,125.39,4C,2009,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
LEE Cheltzie,123.88,4C,2009,LEE,Cheltzie,"Cheltzie, LEE"
KIM Hyeon-Jung,121.64,4C,2009,KIM,Hyeon-Jung,"Hyeon-Jung, KIM"
XU Binshu,121.0,4C,2009,XU,Binshu,"Binshu, XU"
KIM Na-Young,120.28,4C,2009,KIM,Na-Young,"Na-Young, KIM"
CANTU Ana Cecilia,108.75,4C,2009,CANTU,Ana Cecilia,"Ana Cecilia, CANTU"
WANG Tina,108.02,4C,2009,WANG,Tina,"Tina, WANG"
LIU Chaochih,97.51,4C,2009,LIU,Chaochih,"Chaochih, LIU"
ONO Tamami,91.89,4C,2009,ONO,Tamami,"Tamami, ONO"
CANTU Michele,90.08,4C,2009,CANTU,Michele,"Michele, CANTU"
HAMUI Loretta,87.64,4C,2009,HAMUI,Loretta,"Loretta, HAMUI"
WANG Yueren,85.04,4C,2009,WANG,Yueren,"Yueren, WANG"
TAN Gracielle Jeanne,80.37,4C,2009,TAN,Gracielle Jeanne,"Gracielle Jeanne, TAN"
Yu-Na KIM,207.71,WR,2009,KIM,Yuna,"Yuna, KIM"
Joannie ROCHETTE,191.29,WR,2009,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Miki ANDO,190.38,WR,2009,ANDO,Miki,"Miki, ANDO"
Mao ASADA,188.09,WR,2009,ASADA,Mao,"Mao, ASADA"
Rachael FLATT,172.41,WR,2009,FLATT,Rachael,"Rachael, FLATT"
Laura LEPISTÖ,170.07,WR,2009,LEPISTO,Laura,"Laura, LEPISTO"
Alena LEONOVA,168.91,WR,2009,LEONOVA,Alena,"Alena, LEONOVA"
Fumie SUGURI,164.58,WR,2009,SUGURI,Fumie,"Fumie, SUGURI"
Sarah MEIER,163.37,WR,2009,MEIER,Sarah,"Sarah, MEIER"
Elene GEDEVANISHVILI,162.48,WR,2009,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Alissa CZISNY,159.78,WR,2009,CZISNY,Alissa,"Alissa, CZISNY"
Carolina KOSTNER,153.56,WR,2009,KOSTNER,Carolina,"Carolina, KOSTNER"
Susanna PÖYKIÖ,153.31,WR,2009,POYKIO,Susanna,"Susanna, POYKIO"
Ivana REITMAYEROVA,147.41,WR,2009,REITMAYEROVA,Ivana,"Ivana, REITMAYEROVA"
Cynthia PHANEUF,146.09,WR,2009,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Elena GLEBOVA,140.02,WR,2009,GLEBOVA,Elena,"Elena, GLEBOVA"
Na-Young KIM,131.5,WR,2009,KIM,Na-Young,"Na-Young, KIM"
Annette DYTRT,131.15,WR,2009,DYTRT,Annette,"Annette, DYTRT"
Anna JURKIEWICZ,130.29,WR,2009,JURKIEWICZ,Anna,"Anna, JURKIEWICZ"
Jenna MCCORKELL,128.67,WR,2009,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Tugba KARADEMIR,124.31,WR,2009,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Candice DIDIER,122.08,WR,2009,DIDIER,Candice,"Candice, DIDIER"
Kerstin FRANK,105.73,WR,2009,FRANK,Kerstin,"Kerstin, FRANK"
Ana Cecilia CANTU,101.82,WR,2009,CANTU,Ana Cecilia,"Ana Cecilia, CANTU"
Yu-Na KIM,187.98,US,2010,KIM,Yuna,"Yuna, KIM"
Rachael FLATT,174.91,US,2010,FLATT,Rachael,"Rachael, FLATT"
Julia SEBESTYEN,159.03,US,2010,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Fumie SUGURI,148.99,US,2010,SUGURI,Fumie,"Fumie, SUGURI"
Elena GLEBOVA,148.71,US,2010,GLEBOVA,Elena,"Elena, GLEBOVA"
Elene GEDEVANISHVILI,144.19,US,2010,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Emily HUGHES,135.31,US,2010,HUGHES,Emily,"Emily, HUGHES"
Sarah HECKEN,131.1,US,2010,HECKEN,Sarah,"Sarah, HECKEN"
Joshi HELGESSON,129.91,US,2010,HELGESSON,Joshi,"Joshi, HELGESSON"
Alexe GILLES,129.01,US,2010,GILLES,Alexe,"Alexe, GILLES"
Susanna PÖYKIÖ,124.22,US,2010,POYKIO,Susanna,"Susanna, POYKIO"
Tugba KARADEMIR,122.4,US,2010,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Joannie ROCHETTE,182.9,CA,2010,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Alissa CZISNY,163.53,CA,2010,CZISNY,Alissa,"Alissa, CZISNY"
Laura LEPISTÖ,158.52,CA,2010,LEPISTO,Laura,"Laura, LEPISTO"
Mirai NAGASU,156.83,CA,2010,NAGASU,Mirai,"Mirai, NAGASU"
Akiko SUZUKI,147.72,CA,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
Amelie LACOSTE,141.13,CA,2010,LACOSTE,Amelie,"Amelie, LACOSTE"
Cynthia PHANEUF,132.48,CA,2010,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Caroline ZHANG,132.46,CA,2010,ZHANG,Caroline,"Caroline, ZHANG"
Sarah HECKEN,124.4,CA,2010,HECKEN,Sarah,"Sarah, HECKEN"
Jenna MCCORKELL,123.5,CA,2010,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Joshi HELGESSON,108.41,CA,2010,HELGESSON,Joshi,"Joshi, HELGESSON"
Yu-Na KIM,210.03,FR,2010,KIM,Yuna,"Yuna, KIM"
Mao ASADA,173.99,FR,2010,ASADA,Mao,"Mao, ASADA"
Yukari NAKANO,165.7,FR,2010,NAKANO,Yukari,"Yukari, NAKANO"
Caroline ZHANG,153.15,FR,2010,ZHANG,Caroline,"Caroline, ZHANG"
Alexe GILLES,151.92,FR,2010,GILLES,Alexe,"Alexe, GILLES"
Carolina KOSTNER,147.63,FR,2010,KOSTNER,Carolina,"Carolina, KOSTNER"
Elene GEDEVANISHVILI,143.43,FR,2010,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Kiira KORPI,138.83,FR,2010,KORPI,Kiira,"Kiira, KORPI"
Gwendoline DIDIER,118.07,FR,2010,DIDIER,Gwendoline,"Gwendoline, DIDIER"
Anna JURKIEWICZ,115.06,FR,2010,JURKIEWICZ,Anna,"Anna, JURKIEWICZ"
Miki ANDO,171.93,RU,2010,ANDO,Miki,"Miki, ANDO"
Ashley WAGNER,163.97,RU,2010,WAGNER,Ashley,"Ashley, WAGNER"
Alena LEONOVA,160.06,RU,2010,LEONOVA,Alena,"Alena, LEONOVA"
Alissa CZISNY,158.3,RU,2010,CZISNY,Alissa,"Alissa, CZISNY"
Mao ASADA,150.28,RU,2010,ASADA,Mao,"Mao, ASADA"
Julia SEBESTYEN,148.5,RU,2010,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Amelie LACOSTE,139.39,RU,2010,LACOSTE,Amelie,"Amelie, LACOSTE"
Jenna MCCORKELL,134.7,RU,2010,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Oksana GOZEVA,128.52,RU,2010,GOZEVA,Oksana,"Oksana, GOZEVA"
Katarina GERBOLDT,117.77,RU,2010,GERBOLDT,Katarina,"Katarina, GERBOLDT"
Annette DYTRT,109.74,RU,2010,DYTRT,Annette,"Annette, DYTRT"
Anastasia GIMAZETDINOVA,108.46,RU,2010,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Akiko SUZUKI,176.66,CN,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
Kiira KORPI,163.27,CN,2010,KORPI,Kiira,"Kiira, KORPI"
Joannie ROCHETTE,163.18,CN,2010,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Rachael FLATT,157.71,CN,2010,FLATT,Rachael,"Rachael, FLATT"
Mirai NAGASU,155.38,CN,2010,NAGASU,Mirai,"Mirai, NAGASU"
Carolina KOSTNER,154.18,CN,2010,KOSTNER,Carolina,"Carolina, KOSTNER"
Fumie SUGURI,145.99,CN,2010,SUGURI,Fumie,"Fumie, SUGURI"
Diane SZMIETT,144.28,CN,2010,SZMIETT,Diane,"Diane, SZMIETT"
Yan LIU,132.8,CN,2010,LIU,Yan,"Yan, LIU"
Beatrisa LIANG,131.39,CN,2010,LIANG,Beatrisa,"Beatrisa, LIANG"
Bingwa GENG,121.2,CN,2010,GENG,Bingwa,"Bingwa, GENG"
Miki ANDO,162.55,JP,2010,ANDO,Miki,"Miki, ANDO"
Alena LEONOVA,160.85,JP,2010,LEONOVA,Alena,"Alena, LEONOVA"
Ashley WAGNER,155.99,JP,2010,WAGNER,Ashley,"Ashley, WAGNER"
Yukari NAKANO,152.35,JP,2010,NAKANO,Yukari,"Yukari, NAKANO"
Laura LEPISTO,152.19,JP,2010,LEPISTO,Laura,"Laura, LEPISTO"
Cynthia PHANEUF,142.03,JP,2010,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Yan LIU,126.49,JP,2010,LIU,Yan,"Yan, LIU"
Annette DYTRT,126.01,JP,2010,DYTRT,Annette,"Annette, DYTRT"
Oksana GOZEVA,123.97,JP,2010,GOZEVA,Oksana,"Oksana, GOZEVA"
Shoko ISHIKAWA,119.63,JP,2010,ISHIKAWA,Shoko,"Shoko, ISHIKAWA"
Becky BERESWILL,118.42,JP,2010,BERESWILL,Becky,"Becky, BERESWILL"
Yu-Na KIM,188.86,FN,2010,KIM,Yuna,"Yuna, KIM"
Miki ANDO,185.94,FN,2010,ANDO,Miki,"Miki, ANDO"
Akiko SUZUKI,174.0,FN,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
Ashley WAGNER,162.07,FN,2010,WAGNER,Ashley,"Ashley, WAGNER"
Joannie ROCHETTE,156.71,FN,2010,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Alena LEONOVA,156.55,FN,2010,LEONOVA,Alena,"Alena, LEONOVA"
Carolina KOSTNER,173.46,EU,2010,KOSTNER,Carolina,"Carolina, KOSTNER"
Laura LEPISTÖ,166.37,EU,2010,LEPISTO,Laura,"Laura, LEPISTO"
Elene GEDEVANISHVILI,164.54,EU,2010,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Kiira KORPI,163.68,EU,2010,KORPI,Kiira,"Kiira, KORPI"
Sarah MEIER,157.44,EU,2010,MEIER,Sarah,"Sarah, MEIER"
Julia SEBESTYEN,156.77,EU,2010,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Alena LEONOVA,153.57,EU,2010,LEONOVA,Alena,"Alena, LEONOVA"
Valentina MARCHEI,149.46,EU,2010,MARCHEI,Valentina,"Valentina, MARCHEI"
Ksenia MAKAROVA,146.85,EU,2010,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Elena GLEBOVA,138.93,EU,2010,GLEBOVA,Elena,"Elena, GLEBOVA"
Viktoria HELGESSON,137.1,EU,2010,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Tugba KARADEMIR,136.42,EU,2010,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Oksana GOZEVA,135.39,EU,2010,GOZEVA,Oksana,"Oksana, GOZEVA"
Jenna MCCORKELL,128.06,EU,2010,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Ivana REITMAYEROVA,125.31,EU,2010,REITMAYEROVA,Ivana,"Ivana, REITMAYEROVA"
Sarah HECKEN,121.79,EU,2010,HECKEN,Sarah,"Sarah, HECKEN"
Sonia LAFUENTE,121.15,EU,2010,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Natalia POPOVA,113.35,EU,2010,POPOVA,Natalia,"Natalia, POPOVA"
Teodora POSTIC,113.35,EU,2010,POSTIC,Teodora,"Teodora, POSTIC"
Mao ASADA,183.96,4C,2010,ASADA,Mao,"Mao, ASADA"
Akiko SUZUKI,173.72,4C,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
Caroline ZHANG,160.78,4C,2010,ZHANG,Caroline,"Caroline, ZHANG"
Amanda DOBBS,158.23,4C,2010,DOBBS,Amanda,"Amanda, DOBBS"
Haruka IMAI,155.29,4C,2010,IMAI,Haruka,"Haruka, IMAI"
Min-Jung KWAK,154.71,4C,2010,KWAK,Min-Jung,"Min-Jung, KWAK"
Amelie LACOSTE,152.45,4C,2010,LACOSTE,Amelie,"Amelie, LACOSTE"
Myriane SAMSON,150.9,4C,2010,SAMSON,Myriane,"Myriane, SAMSON"
Alexe GILLES,140.88,4C,2010,GILLES,Alexe,"Alexe, GILLES"
Diane SZMIETT,140.1,4C,2010,SZMIETT,Diane,"Diane, SZMIETT"
Anastasia GIMAZETDINOVA,134.15,4C,2010,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Yan LIU,126.11,4C,2010,LIU,Yan,"Yan, LIU"
Chae-Hwa KIM,123.91,4C,2010,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Cheltzie LEE,119.39,4C,2010,LEE,Cheltzie,"Cheltzie, LEE"
Na-Young KIM,109.46,4C,2010,KIM,Na-Young,"Na-Young, KIM"
Lejeanne MARAIS,103.03,4C,2010,MARAIS,Lejeanne,"Lejeanne, MARAIS"
Ana Cecilia CANTU,101.25,4C,2010,CANTU,Ana Cecilia,"Ana Cecilia, CANTU"
Crystal KIANG,96.16,4C,2010,KIANG,Crystal,"Crystal, KIANG"
Melinda WANG,95.5,4C,2010,WANG,Melinda,"Melinda, WANG"
Lauren KO,90.77,4C,2010,KO,Lauren,"Lauren, KO"
KIM Yu-Na,228.56,OL,2010,KIM,Yuna,"Yuna, KIM"
ASADA Mao,205.5,OL,2010,ASADA,Mao,"Mao, ASADA"
ROCHETTE Joannie,202.64,OL,2010,ROCHETTE,Joannie,"Joannie, ROCHETTE"
NAGASU Mirai,190.15,OL,2010,NAGASU,Mirai,"Mirai, NAGASU"
ANDO Miki,188.86,OL,2010,ANDO,Miki,"Miki, ANDO"
LEPISTO Laura,187.97,OL,2010,LEPISTO,Laura,"Laura, LEPISTO"
FLATT Rachael,182.49,OL,2010,FLATT,Rachael,"Rachael, FLATT"
SUZUKI Akiko,181.44,OL,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
LEONOVA Alena,172.46,OL,2010,LEONOVA,Alena,"Alena, LEONOVA"
MAKAROVA Ksenia,171.91,OL,2010,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
KORPI Kiira,161.57,OL,2010,KORPI,Kiira,"Kiira, KORPI"
PHANEUF Cynthia,156.62,OL,2010,PHANEUF,Cynthia,"Cynthia, PHANEUF"
KWAK Min-Jung,155.53,OL,2010,KWAK,Min-Jung,"Min-Jung, KWAK"
GEDEVANISHVILI Elene,155.24,OL,2010,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
MEIER Sarah,152.81,OL,2010,MEIER,Sarah,"Sarah, MEIER"
KOSTNER Carolina,151.9,OL,2010,KOSTNER,Carolina,"Carolina, KOSTNER"
SEBESTYEN Julia,151.26,OL,2010,SEBESTYEN,Julia,"Julia, SEBESTYEN"
HECKEN Sarah,143.94,OL,2010,HECKEN,Sarah,"Sarah, HECKEN"
LIU Yan,143.47,OL,2010,LIU,Yan,"Yan, LIU"
LEE Cheltzie,138.16,OL,2010,LEE,Cheltzie,"Cheltzie, LEE"
GLEBOVA Elena,134.19,OL,2010,GLEBOVA,Elena,"Elena, GLEBOVA"
LAFUENTE Sonia,133.51,OL,2010,LAFUENTE,Sonia,"Sonia, LAFUENTE"
GIMAZETDINOVA Anastasia,131.65,OL,2010,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
KARADEMIR Tugba,129.54,OL,2010,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Mao ASADA,197.58,WR,2010,ASADA,Mao,"Mao, ASADA"
Yu-Na KIM,190.79,WR,2010,KIM,Yuna,"Yuna, KIM"
Laura LEPISTO,178.62,WR,2010,LEPISTO,Laura,"Laura, LEPISTO"
Miki ANDO,177.82,WR,2010,ANDO,Miki,"Miki, ANDO"
Cynthia PHANEUF,177.54,WR,2010,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Carolina KOSTNER,177.31,WR,2010,KOSTNER,Carolina,"Carolina, KOSTNER"
Mirai NAGASU,175.48,WR,2010,NAGASU,Mirai,"Mirai, NAGASU"
Ksenia MAKAROVA,169.64,WR,2010,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Rachael FLATT,167.44,WR,2010,FLATT,Rachael,"Rachael, FLATT"
Viktoria HELGESSON,161.79,WR,2010,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Akiko SUZUKI,160.04,WR,2010,SUZUKI,Akiko,"Akiko, SUZUKI"
Sarah HECKEN,153.94,WR,2010,HECKEN,Sarah,"Sarah, HECKEN"
Alena LEONOVA,152.86,WR,2010,LEONOVA,Alena,"Alena, LEONOVA"
Jenna MCCORKELL,150.9,WR,2010,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Julia SEBESTYEN,147.66,WR,2010,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Yan LIU,141.29,WR,2010,LIU,Yan,"Yan, LIU"
Cheltzie LEE,137.78,WR,2010,LEE,Cheltzie,"Cheltzie, LEE"
Elene GEDEVANISHVILI,137.33,WR,2010,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Kiira KORPI,134.49,WR,2010,KORPI,Kiira,"Kiira, KORPI"
Sonia LAFUENTE,133.31,WR,2010,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Elena GLEBOVA,132.85,WR,2010,GLEBOVA,Elena,"Elena, GLEBOVA"
Min-Jung KWAK,120.47,WR,2010,KWAK,Min-Jung,"Min-Jung, KWAK"
Anastasia GIMAZETDINOVA,113.89,WR,2010,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Manouk GIJSMAN,111.94,WR,2010,GIJSMAN,Manouk,"Manouk, GIJSMAN"
Kanako MURAKAMI,164.93,US,2011,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Rachael FLATT,162.86,US,2011,FLATT,Rachael,"Rachael, FLATT"
Carolina KOSTNER,154.87,US,2011,KOSTNER,Carolina,"Carolina, KOSTNER"
Joshi HELGESSON,146.9,US,2011,HELGESSON,Joshi,"Joshi, HELGESSON"
Amelie LACOSTE,146.68,US,2011,LACOSTE,Amelie,"Amelie, LACOSTE"
Viktoria HELGESSON,142.26,US,2011,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Elene GEDEVANISHVILI,139.36,US,2011,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Mae Berenice MEITE,137.05,US,2011,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Caroline ZHANG,132.49,US,2011,ZHANG,Caroline,"Caroline, ZHANG"
Jenna MCCORKELL,127.76,US,2011,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Min-Jeong KWAK,125.21,US,2011,KWAK,Min-Jung,"Min-Jung, KWAK"
Alexe GILLES,122.46,US,2011,GILLES,Alexe,"Alexe, GILLES"
Alissa CZISNY,172.37,CA,2011,CZISNY,Alissa,"Alissa, CZISNY"
Ksenia MAKAROVA,165.0,CA,2011,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Amelie LACOSTE,157.26,CA,2011,LACOSTE,Amelie,"Amelie, LACOSTE"
