name,score,event,year,last_name,first_name,full_name
Abzal RAKIMGALIEV,180.75,4C,2011,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Joey RUSSELL,171.18,4C,2011,RUSSELL,Joey,RUSSELL Joey
Min-Seok KIM,168.59,4C,2011,KIM,Min-Seok,KIM Min-Seok
Mark WEBSTER,143.54,4C,2011,WEBSTER,Mark,WEBSTER Mark
Jordan JU,134.33,4C,2011,JU,Jordan,JU Jordan
Brendan KERRY,125.64,4C,2011,KERRY,Brendan,KERRY Brendan
Wun-Chang SHIH,120.96,4C,2011,SHIH,Wun-Chang,SHIH Wun-Chang
Stephen Li-Chung KUO,117.96,4C,2011,KUO,Stephen Li-Chung,KUO Stephen Li-Chung
Patrick CHAN,280.98,WR,2011,CHAN,Patrick,CHAN Patrick
Takahiko KOZUKA,258.41,WR,2011,KOZUKA,Takahiko,KOZUKA Takahiko
Artur GACHINSKI,241.86,WR,2011,GACHINSKI,Artur,GACHINSKI Artur
Michal BREZINA,233.61,WR,2011,BREZINA,Michal,BREZINA Michal
Daisuke TAKAHASHI,232.97,WR,2011,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Nobunari ODA,232.5,WR,2011,ODA,Nobunari,ODA Nobunari
Florent AMODIO,229.68,WR,2011,AMODIO,Florent,AMODIO Florent
Brian JOUBERT,227.67,WR,2011,JOUBERT,Brian,JOUBERT Brian
Richard DORNBUSH,222.42,WR,2011,DORNBUSH,Richard,DORNBUSH Richard
Javier FERNANDEZ,218.26,WR,2011,FERNANDEZ,Javier,FERNANDEZ Javier
Ross MINER,217.93,WR,2011,MINER,Ross,MINER Ross
Tomas VERNER,216.87,WR,2011,VERNER,Tomas,VERNER Tomas
Ryan BRADLEY,212.71,WR,2011,BRADLEY,Ryan,BRADLEY Ryan
Denis TEN,209.99,WR,2011,TEN,Denis,TEN Denis
Peter LIEBERS,205.59,WR,2011,LIEBERS,Peter,LIEBERS Peter
Anton KOVALEVSKI,201.64,WR,2011,KOVALEVSKI,Anton,KOVALEVSKI Anton
Kevin VAN DER PERREN,197.1,WR,2011,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Samuel CONTESTI,196.4,WR,2011,CONTESTI,Samuel,CONTESTI Samuel
Jorik HENDRICKX,188.24,WR,2011,HENDRICKX,Jorik,HENDRICKX Jorik
Kevin REYNOLDS,187.23,WR,2011,REYNOLDS,Kevin,REYNOLDS Kevin
Paolo BACCHINI,183.13,WR,2011,BACCHINI,Paolo,BACCHINI Paolo
Nan SONG,176.09,WR,2011,SONG,Nan,SONG Nan
Kim LUCINE,171.93,WR,2011,LUCINE,Kim,LUCINE Kim
Joey RUSSELL,168.73,WR,2011,RUSSELL,Joey,RUSSELL Joey
Michal BREZINA,216.0,US,2012,BREZINA,Michal,BREZINA Michal
Kevin VAN DER PERREN,212.48,US,2012,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Takahiko KOZUKA,212.09,US,2012,KOZUKA,Takahiko,KOZUKA Takahiko
Richard DORNBUSH,202.27,US,2012,DORNBUSH,Richard,DORNBUSH Richard
Denis TEN,197.98,US,2012,TEN,Denis,TEN Denis
Daisuke MURAKAMI,193.32,US,2012,MURAKAMI,Daisuke,MURAKAMI Daisuke
Douglas RAZZANO,192.95,US,2012,RAZZANO,Douglas,RAZZANO Douglas
Samuel CONTESTI,190.2,US,2012,CONTESTI,Samuel,CONTESTI Samuel
Florent AMODIO,187.6,US,2012,AMODIO,Florent,AMODIO Florent
Armin MAHBANOOZADEH,179.07,US,2012,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Patrick CHAN,253.74,CA,2012,CHAN,Patrick,CHAN Patrick
Javier FERNANDEZ,250.33,CA,2012,FERNANDEZ,Javier,FERNANDEZ Javier
Daisuke TAKAHASHI,237.87,CA,2012,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Adam RIPPON,217.97,CA,2012,RIPPON,Adam,RIPPON Adam
Denis TEN,212.39,CA,2012,TEN,Denis,TEN Denis
Ross MINER,202.36,CA,2012,MINER,Ross,MINER Ross
Andrei ROGOZINE,193.4,CA,2012,ROGOZINE,Andrei,ROGOZINE Andrei
Kevin VAN DER PERREN,179.21,CA,2012,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Alexander MAJOROV,177.84,CA,2012,MAJOROV,Alexander,MAJOROV Alexander
Elladj BALDE,151.57,CA,2012,BALDE,Elladj,BALDE Elladj
Patrick CHAN,240.6,FR,2012,CHAN,Patrick,CHAN Patrick
Nan SONG,224.1,FR,2012,SONG,Nan,SONG Nan
Michal BREZINA,218.6,FR,2012,BREZINA,Michal,BREZINA Michal
Adam RIPPON,217.89,FR,2012,RIPPON,Adam,RIPPON Adam
Florent AMODIO,201.34,FR,2012,AMODIO,Florent,AMODIO Florent
Alexander MAJOROV,190.6,FR,2012,MAJOROV,Alexander,MAJOROV Alexander
Nobunari ODA,167.2,FR,2012,ODA,Nobunari,ODA Nobunari
Romain PONSART,160.45,FR,2012,PONSART,Romain,PONSART Romain
Chafik BESSEGHIER,160.39,FR,2012,BESSEGHIER,Chafik,BESSEGHIER Chafik
Yuzuru HANYU,241.66,RU,2012,HANYU,Yuzuru,HANYU Yuzuru
Javier FERNANDEZ,241.63,RU,2012,FERNANDEZ,Javier,FERNANDEZ Javier
Jeremy ABBOTT,229.08,RU,2012,ABBOTT,Jeremy,ABBOTT Jeremy
Michal BREZINA,226.35,RU,2012,BREZINA,Michal,BREZINA Michal
Artur GACHINSKI,221.43,RU,2012,GACHINSKI,Artur,GACHINSKI Artur
Andrei ROGOZINE,197.85,RU,2012,ROGOZINE,Andrei,ROGOZINE Andrei
Sergei VORONOV,197.19,RU,2012,VORONOV,Sergei,VORONOV Sergei
Konstantin MENSHOV,192.68,RU,2012,MENSHOV,Konstantin,MENSHOV Konstantin
Brandon MROZ,185.49,RU,2012,MROZ,Brandon,MROZ Brandon
Jeremy ABBOTT,228.49,CN,2012,ABBOTT,Jeremy,ABBOTT Jeremy
Nobunari ODA,227.11,CN,2012,ODA,Nobunari,ODA Nobunari
Nan SONG,226.75,CN,2012,SONG,Nan,SONG Nan
Yuzuru HANYU,226.53,CN,2012,HANYU,Yuzuru,HANYU Yuzuru
Artur GACHINSKI,222.54,CN,2012,GACHINSKI,Artur,GACHINSKI Artur
Richard DORNBUSH,205.27,CN,2012,DORNBUSH,Richard,DORNBUSH Richard
Kevin REYNOLDS,204.41,CN,2012,REYNOLDS,Kevin,REYNOLDS Kevin
Jialiang WU,182.49,CN,2012,WU,Jialiang,WU Jialiang
Daisuke TAKAHASHI,259.75,JP,2012,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Takahiko KOZUKA,235.02,JP,2012,KOZUKA,Takahiko,KOZUKA Takahiko
Ross MINER,212.36,JP,2012,MINER,Ross,MINER Ross
Samuel CONTESTI,209.69,JP,2012,CONTESTI,Samuel,CONTESTI Samuel
Tomas VERNER,196.63,JP,2012,VERNER,Tomas,VERNER Tomas
Konstantin MENSHOV,195.88,JP,2012,MENSHOV,Konstantin,MENSHOV Konstantin
Tatsuki MACHIDA,195.45,JP,2012,MACHIDA,Tatsuki,MACHIDA Tatsuki
Armin MAHBANOOZADEH,185.58,JP,2012,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Brandon MROZ,184.83,JP,2012,MROZ,Brandon,MROZ Brandon
Patrick CHAN,260.3,FN,2012,CHAN,Patrick,CHAN Patrick
Daisuke TAKAHASHI,249.12,FN,2012,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Javier FERNANDEZ,247.55,FN,2012,FERNANDEZ,Javier,FERNANDEZ Javier
Yuzuru HANYU,245.82,FN,2012,HANYU,Yuzuru,HANYU Yuzuru
Jeremy ABBOTT,238.82,FN,2012,ABBOTT,Jeremy,ABBOTT Jeremy
Michal BREZINA,218.98,FN,2012,BREZINA,Michal,BREZINA Michal
Evgeni PLUSHENKO,261.23,EU,2012,PLUSHENKO,Evgeni,PLUSHENKO Evgeni
Artur GACHINSKI,246.27,EU,2012,GACHINSKI,Artur,GACHINSKI Artur
Florent AMODIO,234.18,EU,2012,AMODIO,Florent,AMODIO Florent
Michal BREZINA,229.3,EU,2012,BREZINA,Michal,BREZINA Michal
Tomas VERNER,225.36,EU,2012,VERNER,Tomas,VERNER Tomas
Javier FERNANDEZ,222.26,EU,2012,FERNANDEZ,Javier,FERNANDEZ Javier
Samuel CONTESTI,212.32,EU,2012,CONTESTI,Samuel,CONTESTI Samuel
Brian JOUBERT,207.83,EU,2012,JOUBERT,Brian,JOUBERT Brian
Jorik HENDRICKX,204.63,EU,2012,HENDRICKX,Jorik,HENDRICKX Jorik
Sergei VORONOV,195.89,EU,2012,VORONOV,Sergei,VORONOV Sergei
Alexander MAJOROV,193.18,EU,2012,MAJOROV,Alexander,MAJOROV Alexander
Chafik BESSEGHIER,181.85,EU,2012,BESSEGHIER,Chafik,BESSEGHIER Chafik
Kim LUCINE,179.33,EU,2012,LUCINE,Kim,LUCINE Kim
Zoltan KELEMEN,178.02,EU,2012,KELEMEN,Zoltan,KELEMEN Zoltan
Peter LIEBERS,176.75,EU,2012,LIEBERS,Peter,LIEBERS Peter
Paolo BACCHINI,170.11,EU,2012,BACCHINI,Paolo,BACCHINI Paolo
Paul FENTZ,169.4,EU,2012,FENTZ,Paul,FENTZ Paul
Viktor PFEIFER,168.92,EU,2012,PFEIFER,Viktor,PFEIFER Viktor
Maciej CIEPLUCHA,166.86,EU,2012,CIEPLUCHA,Maciej,CIEPLUCHA Maciej
Justus STRID,156.33,EU,2012,STRID,Justus,STRID Justus
Dmitri IGNATENKO,154.88,EU,2012,IGNATENKO,Dmitri,IGNATENKO Dmitri
Alexei BYCHENKO,141.19,EU,2012,BYCHENKO,Alexei,BYCHENKO Alexei
Viktor ROMANENKOV,135.09,EU,2012,ROMANENKOV,Viktor,ROMANENKOV Viktor
Patrick CHAN,273.94,4C,2012,CHAN,Patrick,CHAN Patrick
Daisuke TAKAHASHI,244.33,4C,2012,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Ross MINER,223.23,4C,2012,MINER,Ross,MINER Ross
Adam RIPPON,221.55,4C,2012,RIPPON,Adam,RIPPON Adam
Takahito MURA,217.16,4C,2012,MURA,Takahito,MURA Takahito
Denis TEN,210.03,4C,2012,TEN,Denis,TEN Denis
Tatsuki MACHIDA,208.04,4C,2012,MACHIDA,Tatsuki,MACHIDA Tatsuki
Kevin REYNOLDS,203.26,4C,2012,REYNOLDS,Kevin,REYNOLDS Kevin
Misha GE,196.53,4C,2012,GE,Misha,GE Misha
Jinlin GUAN,196.53,4C,2012,GUAN,Jinlin,GUAN Jinlin
Nan SONG,190.51,4C,2012,SONG,Nan,SONG Nan
Christopher CALUZA,172.6,4C,2012,CALUZA,Christopher,CALUZA Christopher
Richard DORNBUSH,164.29,4C,2012,DORNBUSH,Richard,DORNBUSH Richard
Jeremy TEN,159.22,4C,2012,TEN,Jeremy,TEN Jeremy
Min-Seok KIM,157.14,4C,2012,KIM,Min-Seok,KIM Min-Seok
Jialiang WU,156.62,4C,2012,WU,Jialiang,WU Jialiang
Alex Kang Chan KAM,154.07,4C,2012,KAM,Alex Kang Chan,KAM Alex Kang Chan
Abzal RAKIMGALIEV,153.63,4C,2012,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Brendan KERRY,144.26,4C,2012,KERRY,Brendan,KERRY Brendan
Mark WEBSTER,138.87,4C,2012,WEBSTER,Mark,WEBSTER Mark
Jordan JU,134.97,4C,2012,JU,Jordan,JU Jordan
Luiz MANELLA,133.07,4C,2012,MANELLA,Luiz,MANELLA Luiz
Kevin ALVES,132.94,4C,2012,ALVES,Kevin,ALVES Kevin
Nicholas FERNANDEZ,131.76,4C,2012,FERNANDEZ,Nicholas,FERNANDEZ Nicholas
Patrick CHAN,266.11,WR,2012,CHAN,Patrick,CHAN Patrick
Daisuke TAKAHASHI,259.66,WR,2012,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Yuzuru HANYU,251.06,WR,2012,HANYU,Yuzuru,HANYU Yuzuru
Brian JOUBERT,244.58,WR,2012,JOUBERT,Brian,JOUBERT Brian
Florent AMODIO,243.03,WR,2012,AMODIO,Florent,AMODIO Florent
Michal BREZINA,239.55,WR,2012,BREZINA,Michal,BREZINA Michal
Denis TEN,229.7,WR,2012,TEN,Denis,TEN Denis
Jeremy ABBOTT,226.19,WR,2012,ABBOTT,Jeremy,ABBOTT Jeremy
Javier FERNANDEZ,225.87,WR,2012,FERNANDEZ,Javier,FERNANDEZ Javier
Samuel CONTESTI,224.89,WR,2012,CONTESTI,Samuel,CONTESTI Samuel
Takahiko KOZUKA,218.63,WR,2012,KOZUKA,Takahiko,KOZUKA Takahiko
Kevin REYNOLDS,217.2,WR,2012,REYNOLDS,Kevin,REYNOLDS Kevin
Adam RIPPON,216.63,WR,2012,RIPPON,Adam,RIPPON Adam
Nan SONG,216.33,WR,2012,SONG,Nan,SONG Nan
Kevin VAN DER PERREN,214.04,WR,2012,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Tomas VERNER,210.66,WR,2012,VERNER,Tomas,VERNER Tomas
Sergei VORONOV,210.04,WR,2012,VORONOV,Sergei,VORONOV Sergei
Artur GACHINSKI,205.06,WR,2012,GACHINSKI,Artur,GACHINSKI Artur
Misha GE,186.41,WR,2012,GE,Misha,GE Misha
Peter LIEBERS,184.13,WR,2012,LIEBERS,Peter,LIEBERS Peter
Christopher CALUZA,184.1,WR,2012,CALUZA,Christopher,CALUZA Christopher
Viktor PFEIFER,182.54,WR,2012,PFEIFER,Viktor,PFEIFER Viktor
Kim LUCINE,181.37,WR,2012,LUCINE,Kim,LUCINE Kim
Javier RAYA,167.48,WR,2012,RAYA,Javier,RAYA Javier
Takahiko KOZUKA,251.44,US,2013,KOZUKA,Takahiko,KOZUKA Takahiko
Yuzuru HANYU,243.74,US,2013,HANYU,Yuzuru,HANYU Yuzuru
Tatsuki MACHIDA,229.95,US,2013,MACHIDA,Tatsuki,MACHIDA Tatsuki
Konstantin MENSHOV,212.53,US,2013,MENSHOV,Konstantin,MENSHOV Konstantin
Jeremy ABBOTT,211.35,US,2013,ABBOTT,Jeremy,ABBOTT Jeremy
Michal BREZINA,209.67,US,2013,BREZINA,Michal,BREZINA Michal
Armin MAHBANOOZADEH,203.65,US,2013,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Tomas VERNER,197.36,US,2013,VERNER,Tomas,VERNER Tomas
Douglas RAZZANO,187.73,US,2013,RAZZANO,Douglas,RAZZANO Douglas
Alexander MAJOROV,182.42,US,2013,MAJOROV,Alexander,MAJOROV Alexander
Javier FERNANDEZ,253.94,CA,2013,FERNANDEZ,Javier,FERNANDEZ Javier
Patrick CHAN,243.43,CA,2013,CHAN,Patrick,CHAN Patrick
Nobunari ODA,238.34,CA,2013,ODA,Nobunari,ODA Nobunari
Florent AMODIO,218.72,CA,2013,AMODIO,Florent,AMODIO Florent
Ross MINER,213.6,CA,2013,MINER,Ross,MINER Ross
Denis TEN,203.7,CA,2013,TEN,Denis,TEN Denis
Elladj BALDE,199.94,CA,2013,BALDE,Elladj,BALDE Elladj
Takahito MURA,199.74,CA,2013,MURA,Takahito,MURA Takahito
Artur GACHINSKI,199.58,CA,2013,GACHINSKI,Artur,GACHINSKI Artur
Liam FIRUS,169.67,CA,2013,FIRUS,Liam,FIRUS Liam
Takahito MURA,230.68,FR,2013,MURA,Takahito,MURA Takahito
Jeremy ABBOTT,227.63,FR,2013,ABBOTT,Jeremy,ABBOTT Jeremy
Florent AMODIO,214.25,FR,2013,AMODIO,Florent,AMODIO Florent
Brian JOUBERT,210.16,FR,2013,JOUBERT,Brian,JOUBERT Brian
Nan SONG,205.48,FR,2013,SONG,Nan,SONG Nan
Jinlin GUAN,191.99,FR,2013,GUAN,Jinlin,GUAN Jinlin
Chafik BESSEGHIER,183.32,FR,2013,BESSEGHIER,Chafik,BESSEGHIER Chafik
Tomas VERNER,181.72,FR,2013,VERNER,Tomas,VERNER Tomas
Patrick CHAN,262.35,RU,2013,CHAN,Patrick,CHAN Patrick
Takahiko KOZUKA,229.99,RU,2013,KOZUKA,Takahiko,KOZUKA Takahiko
Michal BREZINA,224.56,RU,2013,BREZINA,Michal,BREZINA Michal
Konstantin MENSHOV,223.72,RU,2013,MENSHOV,Konstantin,MENSHOV Konstantin
Nobunari ODA,217.92,RU,2013,ODA,Nobunari,ODA Nobunari
Richard DORNBUSH,210.89,RU,2013,DORNBUSH,Richard,DORNBUSH Richard
Artur GACHINSKI,209.84,RU,2013,GACHINSKI,Artur,GACHINSKI Artur
Zhan BUSH,199.37,RU,2013,BUSH,Zhan,BUSH Zhan
Denis TEN,177.77,RU,2013,TEN,Denis,TEN Denis
Tatsuki MACHIDA,236.92,CN,2013,MACHIDA,Tatsuki,MACHIDA Tatsuki
Daisuke TAKAHASHI,231.75,CN,2013,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Sergei VORONOV,217.61,CN,2013,VORONOV,Sergei,VORONOV Sergei
Adam RIPPON,205.48,CN,2013,RIPPON,Adam,RIPPON Adam
Kevin REYNOLDS,202.07,CN,2013,REYNOLDS,Kevin,REYNOLDS Kevin
Yi WANG,188.27,CN,2013,WANG,Yi,WANG Yi
Jinlin GUAN,171.04,CN,2013,GUAN,Jinlin,GUAN Jinlin
Yuzuru HANYU,261.03,JP,2013,HANYU,Yuzuru,HANYU Yuzuru
Daisuke TAKAHASHI,251.51,JP,2013,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Ross MINER,235.37,JP,2013,MINER,Ross,MINER Ross
Javier FERNANDEZ,232.78,JP,2013,FERNANDEZ,Javier,FERNANDEZ Javier
Richard DORNBUSH,217.56,JP,2013,DORNBUSH,Richard,DORNBUSH Richard
Kevin REYNOLDS,216.26,JP,2013,REYNOLDS,Kevin,REYNOLDS Kevin
Sergei VORONOV,214.88,JP,2013,VORONOV,Sergei,VORONOV Sergei
Adam RIPPON,210.47,JP,2013,RIPPON,Adam,RIPPON Adam
Andrei ROGOZINE,182.39,JP,2013,ROGOZINE,Andrei,ROGOZINE Andrei
Daisuke TAKAHASHI,269.4,FN,2013,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Yuzuru HANYU,264.29,FN,2013,HANYU,Yuzuru,HANYU Yuzuru
Patrick CHAN,258.66,FN,2013,CHAN,Patrick,CHAN Patrick
Javier FERNANDEZ,258.62,FN,2013,FERNANDEZ,Javier,FERNANDEZ Javier
Takahiko KOZUKA,253.27,FN,2013,KOZUKA,Takahiko,KOZUKA Takahiko
Tatsuki MACHIDA,198.63,FN,2013,MACHIDA,Tatsuki,MACHIDA Tatsuki
Javier FERNANDEZ,274.87,EU,2013,FERNANDEZ,Javier,FERNANDEZ Javier
Florent AMODIO,250.53,EU,2013,AMODIO,Florent,AMODIO Florent
Michal BREZINA,243.52,EU,2013,BREZINA,Michal,BREZINA Michal
Brian JOUBERT,232.47,EU,2013,JOUBERT,Brian,JOUBERT Brian
Maxim KOVTUN,226.57,EU,2013,KOVTUN,Maxim,KOVTUN Maxim
Alexander MAJOROV,211.88,EU,2013,MAJOROV,Alexander,MAJOROV Alexander
Sergei VORONOV,210.18,EU,2013,VORONOV,Sergei,VORONOV Sergei
Viktor PFEIFER,194.77,EU,2013,PFEIFER,Viktor,PFEIFER Viktor
Chafik BESSEGHIER,189.67,EU,2013,BESSEGHIER,Chafik,BESSEGHIER Chafik
Peter LIEBERS,187.96,EU,2013,LIEBERS,Peter,LIEBERS Peter
Tomas VERNER,177.41,EU,2013,VERNER,Tomas,VERNER Tomas
Kim LUCINE,175.61,EU,2013,LUCINE,Kim,LUCINE Kim
Pavel IGNATENKO,171.18,EU,2013,IGNATENKO,Pavel,IGNATENKO Pavel
Alexei BYCHENKO,171.12,EU,2013,BYCHENKO,Alexei,BYCHENKO Alexei
Yakov GODOROZHA,170.29,EU,2013,GODOROZHA,Yakov,GODOROZHA Yakov
Javier RAYA,169.58,EU,2013,RAYA,Javier,RAYA Javier
Viktor ROMANENKOV,167.98,EU,2013,ROMANENKOV,Viktor,ROMANENKOV Viktor
Zoltan KELEMEN,167.33,EU,2013,KELEMEN,Zoltan,KELEMEN Zoltan
Maciej CIEPLUCHA,167.29,EU,2013,CIEPLUCHA,Maciej,CIEPLUCHA Maciej
Stephane WALKER,163.11,EU,2013,WALKER,Stephane,WALKER Stephane
Justus STRID,160.08,EU,2013,STRID,Justus,STRID Justus
Manol ATANASSOV,133.21,EU,2013,ATANASSOV,Manol,ATANASSOV Manol
Kevin REYNOLDS,250.55,4C,2013,REYNOLDS,Kevin,REYNOLDS Kevin
Yuzuru HANYU,246.38,4C,2013,HANYU,Yuzuru,HANYU Yuzuru
Han YAN,235.22,4C,2013,YAN,Han,YAN Han
Max AARON,234.65,4C,2013,AARON,Max,AARON Max
Richard DORNBUSH,234.04,4C,2013,DORNBUSH,Richard,DORNBUSH Richard
Nan SONG,228.46,4C,2013,SONG,Nan,SONG Nan
Daisuke TAKAHASHI,222.77,4C,2013,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Takahito MURA,218.08,4C,2013,MURA,Takahito,MURA Takahito
Ross MINER,214.36,4C,2013,MINER,Ross,MINER Ross
Andrei ROGOZINE,201.99,4C,2013,ROGOZINE,Andrei,ROGOZINE Andrei
Misha GE,201.71,4C,2013,GE,Misha,GE Misha
Denis TEN,197.26,4C,2013,TEN,Denis,TEN Denis
Yi WANG,195.01,4C,2013,WANG,Yi,WANG Yi
Christopher CALUZA,186.79,4C,2013,CALUZA,Christopher,CALUZA Christopher
Abzal RAKIMGALIEV,185.81,4C,2013,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Michael Christian MARTINEZ,178.08,4C,2013,MARTINEZ,Michael Christian,MARTINEZ Michael Christian
June Hyoung LEE,176.39,4C,2013,LEE,June Hyoung,LEE June Hyoung
Elladj BALDE,176.33,4C,2013,BALDE,Elladj,BALDE Elladj
Jin Seo KIM,171.01,4C,2013,KIM,Jinseo,KIM Jinseo
Min-Seok KIM,137.63,4C,2013,KIM,Min-Seok,KIM Min-Seok
Brendan KERRY,134.26,4C,2013,KERRY,Brendan,KERRY Brendan
Jordan JU,121.11,4C,2013,JU,Jordan,JU Jordan
David KRANJEC,115.82,4C,2013,KRANJEC,David,KRANJEC David
Patrick CHAN,267.78,WR,2013,CHAN,Patrick,CHAN Patrick
Denis TEN,266.48,WR,2013,TEN,Denis,TEN Denis
Javier FERNANDEZ,249.06,WR,2013,FERNANDEZ,Javier,FERNANDEZ Javier
Yuzuru HANYU,244.99,WR,2013,HANYU,Yuzuru,HANYU Yuzuru
Kevin REYNOLDS,239.98,WR,2013,REYNOLDS,Kevin,REYNOLDS Kevin
Daisuke TAKAHASHI,239.03,WR,2013,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Max AARON,238.36,WR,2013,AARON,Max,AARON Max
Takahito MURA,234.18,WR,2013,MURA,Takahito,MURA Takahito
Brian JOUBERT,232.26,WR,2013,JOUBERT,Brian,JOUBERT Brian
Michal BREZINA,229.0,WR,2013,BREZINA,Michal,BREZINA Michal
Peter LIEBERS,216.84,WR,2013,LIEBERS,Peter,LIEBERS Peter
Florent AMODIO,216.83,WR,2013,AMODIO,Florent,AMODIO Florent
Andrei ROGOZINE,216.6,WR,2013,ROGOZINE,Andrei,ROGOZINE Andrei
Ross MINER,211.9,WR,2013,MINER,Ross,MINER Ross
Nan SONG,207.68,WR,2013,SONG,Nan,SONG Nan
Misha GE,207.5,WR,2013,GE,Misha,GE Misha
Maxim KOVTUN,207.4,WR,2013,KOVTUN,Maxim,KOVTUN Maxim
Alexander MAJOROV,204.29,WR,2013,MAJOROV,Alexander,MAJOROV Alexander
Jorik HENDRICKX,192.19,WR,2013,HENDRICKX,Jorik,HENDRICKX Jorik
Viktor PFEIFER,189.44,WR,2013,PFEIFER,Viktor,PFEIFER Viktor
Tomas VERNER,180.5,WR,2013,VERNER,Tomas,VERNER Tomas
Viktor ROMANENKOV,177.09,WR,2013,ROMANENKOV,Viktor,ROMANENKOV Viktor
Yakov GODOROZHA,174.98,WR,2013,GODOROZHA,Yakov,GODOROZHA Yakov
Justus STRID,165.23,WR,2013,STRID,Justus,STRID Justus
Tatsuki MACHIDA,265.38,US,2014,MACHIDA,Tatsuki,MACHIDA Tatsuki
Adam RIPPON,241.24,US,2014,RIPPON,Adam,RIPPON Adam
Max AARON,238.36,US,2014,AARON,Max,AARON Max
Daisuke TAKAHASHI,236.21,US,2014,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Jason BROWN,231.03,US,2014,BROWN,Jason,BROWN Jason
Takahiko KOZUKA,230.95,US,2014,KOZUKA,Takahiko,KOZUKA Takahiko
Alexander MAJOROV,208.72,US,2014,MAJOROV,Alexander,MAJOROV Alexander
Artur GACHINSKI,208.16,US,2014,GACHINSKI,Artur,GACHINSKI Artur
Patrick CHAN,262.03,CA,2014,CHAN,Patrick,CHAN Patrick
Yuzuru HANYU,234.8,CA,2014,HANYU,Yuzuru,HANYU Yuzuru
Nobunari ODA,233.0,CA,2014,ODA,Nobunari,ODA Nobunari
Michal BREZINA,218.32,CA,2014,BREZINA,Michal,BREZINA Michal
Joshua FARRIS,216.72,CA,2014,FARRIS,Joshua,FARRIS Joshua
Jeremy ABBOTT,215.95,CA,2014,ABBOTT,Jeremy,ABBOTT Jeremy
Elladj BALDE,205.19,CA,2014,BALDE,Elladj,BALDE Elladj
Andrei ROGOZINE,197.35,CA,2014,ROGOZINE,Andrei,ROGOZINE Andrei
Ross MINER,196.89,CA,2014,MINER,Ross,MINER Ross
Takahito MURA,188.53,CA,2014,MURA,Takahito,MURA Takahito
Patrick CHAN,295.27,FR,2014,CHAN,Patrick,CHAN Patrick
Yuzuru HANYU,263.59,FR,2014,HANYU,Yuzuru,HANYU Yuzuru
Jason BROWN,243.09,FR,2014,BROWN,Jason,BROWN Jason
Han YAN,214.23,FR,2014,YAN,Han,YAN Han
Michal BREZINA,206.22,FR,2014,BREZINA,Michal,BREZINA Michal
Nan SONG,204.73,FR,2014,SONG,Nan,SONG Nan
Florent AMODIO,191.13,FR,2014,AMODIO,Florent,AMODIO Florent
Alexander MAJOROV,180.62,FR,2014,MAJOROV,Alexander,MAJOROV Alexander
Tatsuki MACHIDA,257.0,RU,2014,MACHIDA,Tatsuki,MACHIDA Tatsuki
Maxim KOVTUN,240.34,RU,2014,KOVTUN,Maxim,KOVTUN Maxim
Javier FERNANDEZ,226.99,RU,2014,FERNANDEZ,Javier,FERNANDEZ Javier
Konstantin MENSHOV,223.03,RU,2014,MENSHOV,Konstantin,MENSHOV Konstantin
Richard DORNBUSH,215.45,RU,2014,DORNBUSH,Richard,DORNBUSH Richard
Artur GACHINSKI,211.49,RU,2014,GACHINSKI,Artur,GACHINSKI Artur
Peter LIEBERS,197.65,RU,2014,LIEBERS,Peter,LIEBERS Peter
Misha GE,190.28,RU,2014,GE,Misha,GE Misha
Han YAN,245.62,CN,2014,YAN,Han,YAN Han
Maxim KOVTUN,238.65,CN,2014,KOVTUN,Maxim,KOVTUN Maxim
Takahiko KOZUKA,226.92,CN,2014,KOZUKA,Takahiko,KOZUKA Takahiko
Denis TEN,224.8,CN,2014,TEN,Denis,TEN Denis
Richard DORNBUSH,218.57,CN,2014,DORNBUSH,Richard,DORNBUSH Richard
Florent AMODIO,213.39,CN,2014,AMODIO,Florent,AMODIO Florent
Peter LIEBERS,200.8,CN,2014,LIEBERS,Peter,LIEBERS Peter
Nan SONG,196.8,CN,2014,SONG,Nan,SONG Nan
Yi WANG,185.22,CN,2014,WANG,Yi,WANG Yi
