name,year,event,score
ODA Nobunari,2014,JP,253.16
ABBOTT Jeremy,2014,JP,237.41
RIPPON Adam,2014,JP,233.71
FERNANDEZ Javier,2014,JP,230.45
MURA Takahito,2014,JP,227.22
AARON Max,2014,JP,223.35
MENSHOV Konstantin,2014,JP,221.32
VORONOV Sergei,2014,JP,221.18
HANYU Yuzuru,2014,FN,293.25
CHAN Patrick,2014,FN,280.08
ODA Nobunari,2014,FN,255.96
MACHIDA Tatsuki,2014,FN,236.03
KOVTUN Maxim,2014,FN,233.24
YAN Han,2014,FN,232.55
FERNANDEZ Javier,2014,EU,267.11
VORONOV Sergei,2014,EU,252.55
MENSHOV Konstantin,2014,EU,237.24
BREZINA Michal,2014,EU,236.98
KOVTUN Maxim,2014,EU,232.37
LIEBERS Peter,2014,EU,225.76
VERNER Tomas,2014,EU,223.66
JOUBERT Brian,2014,EU,221.95
HENDRICKX Jorik,2014,EU,205.92
BYCHENKO Alexei,2014,EU,203.76
MAJOROV Alexander,2014,EU,202.47
BESSEGHIER Chafik,2014,EU,198.07
AMODIO Florent,2014,EU,190.13
PFEIFER Viktor,2014,EU,189.06
STREUBEL Franz,2014,EU,182.21
LUCINE Kim,2014,EU,179.89
WALKER Stephane,2014,EU,179.52
RAYA Javier,2014,EU,179.37
CIEPLUCHA Maciej,2014,EU,179.06
IGNATENKO Pavel,2014,EU,172.08
KELEMEN Zoltan,2014,EU,171.26
GODOROZHA Yakov,2014,EU,158.88
PARKINSON Paul Bonifacio,2014,EU,157.81
ROMANENKOV Viktor,2014,EU,153.66
MURA Takahito,2014,4C,242.56
KOZUKA Takahiko,2014,4C,236.38
SONG Nan,2014,4C,236.09
TEN Denis,2014,4C,226.37
DORNBUSH Richard,2014,4C,224.44
FARRIS Joshua,2014,4C,221.0
GUAN Jinlin,2014,4C,214.26
RIPPON Adam,2014,4C,213.2
TEN Jeremy,2014,4C,208.51
NGUYEN Nam,2014,4C,204.69
BALDE Elladj,2014,4C,201.45
CALUZA Christopher,2014,4C,191.21
GE Misha,2014,4C,188.41
LEE June Hyoung,2014,4C,184.14
RAKIMGALIEV Abzal,2014,4C,184.13
WANG Yi,2014,4C,179.52
TANAKA Keiji,2014,4C,178.91
TSAO Chih-I,2014,4C,166.73
LEE Dong Won,2014,4C,166.73
KERRY Brendan,2014,4C,163.37
KRANJEC David,2014,4C,156.5
JU Jordan,2014,4C,152.46
YEE Julian Zhi Jie,2014,4C,137.56
EGUIA Maverick,2014,4C,136.99
HANYU Yuzuru,2014,OL,280.09
CHAN Patrick,2014,OL,275.62
TEN Denis,2014,OL,255.1
FERNANDEZ Javier,2014,OL,253.92
MACHIDA Tatsuki,2014,OL,253.42
TAKAHASHI Daisuke,2014,OL,250.67
YAN Han,2014,OL,246.2
LIEBERS Peter,2014,OL,239.87
BROWN Jason,2014,OL,238.37
BREZINA Michal,2014,OL,233.62
VERNER Tomas,2014,OL,232.99
ABBOTT Jeremy,2014,OL,232.7
JOUBERT Brian,2014,OL,231.77
MAJOROV Alexander,2014,OL,224.86
REYNOLDS Kevin,2014,OL,222.23
HENDRICKX Jorik,2014,OL,214.04
GE Misha,2014,OL,203.26
AMODIO Florent,2014,OL,198.64
MARTINEZ Michael Christian,2014,OL,184.25
GODOROZHA Yakov,2014,OL,182.19
BYCHENKO Alexei,2014,OL,177.06
RAKIMGALIEV Abzal,2014,OL,174.4
KELEMEN Zoltan,2014,OL,158.76
ROMANENKOV Viktor,2014,OL,139.99
HANYU Yuzuru,2014,WR,282.59
MACHIDA Tatsuki,2014,WR,282.26
FERNANDEZ Javier,2014,WR,275.93
KOVTUN Maxim,2014,WR,247.37
ABBOTT Jeremy,2014,WR,246.35
KOZUKA Takahiko,2014,WR,238.02
YAN Han,2014,WR,231.91
AARON Max,2014,WR,225.66
BESSEGHIER Chafik,2014,WR,224.19
VERNER Tomas,2014,WR,223.14
REYNOLDS Kevin,2014,WR,215.51
NGUYEN Nam,2014,WR,214.06
RIGHINI Ivan,2014,WR,213.09
LIEBERS Peter,2014,WR,211.92
BYCHENKO Alexei,2014,WR,211.24
KIM Jinseo,2014,WR,202.8
HENDRICKX Jorik,2014,WR,196.78
BALDE Elladj,2014,WR,195.39
CALUZA Christopher,2014,WR,193.23
RAKIMGALIEV Abzal,2014,WR,183.55
KELEMEN Zoltan,2014,WR,176.81
CIEPLUCHA Maciej,2014,WR,175.97
WALKER Stephane,2014,WR,163.91
MACHIDA Tatsuki,2015,US,269.09
BROWN Jason,2015,US,234.17
NGUYEN Nam,2015,US,232.24
TEN Denis,2015,US,224.74
ABBOTT Jeremy,2015,US,219.33
PITKEEV Adian,2015,US,212.07
BESSEGHIER Chafik,2015,US,208.7
RAZZANO Douglas,2015,US,204.48
GACHINSKI Artur,2015,US,200.13
MARTINEZ Michael Christian,2015,US,197.58
BYCHENKO Alexei,2015,US,185.98
MURA Takahito,2015,CA,255.81
FERNANDEZ Javier,2015,CA,244.87
AARON Max,2015,CA,231.77
CARRIERE Stephen,2015,CA,231.67
MENSHOV Konstantin,2015,CA,225.03
AMODIO Florent,2015,CA,215.71
BREZINA Michal,2015,CA,208.24
KOZUKA Takahiko,2015,CA,203.17
ROGOZINE Andrei,2015,CA,202.4
RIPPON Adam,2015,CA,201.92
FIRUS Liam,2015,CA,198.91
KOVTUN Maxim,2015,FR,243.35
MACHIDA Tatsuki,2015,FR,237.74
TEN Denis,2015,FR,236.28
MENSHOV Konstantin,2015,FR,233.22
RIPPON Adam,2015,FR,225.42
PITKEEV Adian,2015,FR,219.38
DORNBUSH Richard,2015,FR,219.27
YAN Han,2015,FR,216.85
BESSEGHIER Chafik,2015,FR,211.24
RAZZANO Douglas,2015,FR,194.24
AMODIO Florent,2015,FR,193.0
FERNANDEZ Javier,2015,RU,265.01
VORONOV Sergei,2015,RU,252.0
BREZINA Michal,2015,RU,241.23
GE Misha,2015,RU,238.05
BROWN Jason,2015,RU,235.56
KOZUKA Takahiko,2015,RU,216.8
AARON Max,2015,RU,212.6
GACHINSKI Artur,2015,RU,201.26
CARRIERE Stephen,2015,RU,201.24
TEN Jeremy,2015,RU,198.5
RIGHINI Ivan,2015,RU,195.07
KVITELASHVILI Moris,2015,RU,174.25
KOVTUN Maxim,2015,CN,243.34
HANYU Yuzuru,2015,CN,237.55
DORNBUSH Richard,2015,CN,226.73
NGUYEN Nam,2015,CN,221.85
GE Misha,2015,CN,219.28
YAN Han,2015,CN,206.65
BYCHENKO Alexei,2015,CN,204.15
TANAKA Keiji,2015,CN,189.26
KIM Jinseo,2015,CN,183.46
GUAN Yuhang,2015,CN,177.66
WANG Yi,2015,CN,160.92
MURAKAMI Daisuke,2015,JP,246.07
VORONOV Sergei,2015,JP,236.65
MURA Takahito,2015,JP,234.44
HANYU Yuzuru,2015,JP,229.8
ABBOTT Jeremy,2015,JP,229.65
BALDE Elladj,2015,JP,212.5
MINER Ross,2015,JP,205.36
TEN Jeremy,2015,JP,203.27
KIM Jinseo,2015,JP,197.2
RIGHINI Ivan,2015,JP,196.22
FARRIS Joshua,2015,JP,169.88
HANYU Yuzuru,2015,FN,288.16
FERNANDEZ Javier,2015,FN,253.9
VORONOV Sergei,2015,FN,244.53
KOVTUN Maxim,2015,FN,242.27
MURA Takahito,2015,FN,235.37
MACHIDA Tatsuki,2015,FN,216.13
FERNANDEZ Javier,2015,EU,262.49
KOVTUN Maxim,2015,EU,235.68
VORONOV Sergei,2015,EU,233.05
BYCHENKO Alexei,2015,EU,220.22
BREZINA Michal,2015,EU,220.11
LIEBERS Peter,2015,EU,213.57
PITKEEV Adian,2015,EU,210.87
RIGHINI Ivan,2015,EU,210.75
AMODIO Florent,2015,EU,210.11
SAMOHIN Daniel,2015,EU,209.93
MAJOROV Alexander,2015,EU,202.57
COUFAL Petr,2015,EU,187.82
STREUBEL Franz,2015,EU,186.18
RAYA Javier,2015,EU,173.7
HARRIS Phillip,2015,EU,173.67
PANIOT Yaroslav,2015,EU,171.24
KASKA Pavel,2015,EU,166.06
VIRTANEN Valtter,2015,EU,164.8
STRID Justus,2015,EU,162.05
MYZYK Patrick,2015,EU,159.73
IGNATENKO Pavel,2015,EU,156.41
ODDVOLL BOE Sondre,2015,EU,155.27
LOUPOLOVER Larry,2015,EU,139.29
TEN Denis,2015,4C,289.46
FARRIS Joshua,2015,4C,260.01
YAN Han,2015,4C,259.47
MURAKAMI Daisuke,2015,4C,256.47
UNO Shoma,2015,4C,256.45
BROWN Jason,2015,4C,243.21
MURA Takahito,2015,4C,235.75
GE Misha,2015,4C,226.2
WANG Yi,2015,4C,214.76
RIPPON Adam,2015,4C,212.3
NGUYEN Nam,2015,4C,209.33
TEN Jeremy,2015,4C,207.75
LAM Ronald,2015,4C,202.81
FIRUS Liam,2015,4C,199.81
KIM Jinseo,2015,4C,199.64
MARGALIK Denis,2015,4C,191.25
KERRY Brendan,2015,4C,181.25
LEE June Hyoung,2015,4C,180.06
TSAO Chih-I,2015,4C,178.46
RAKIMGALIEV Abzal,2015,4C,168.1
GUAN Yuhang,2015,4C,162.51
YEE Julian Zhi Jie,2015,4C,157.35
BYUN Se Jong,2015,4C,154.2
LEE Harry Hau Yin,2015,4C,134.1
FERNANDEZ Javier,2015,WR,273.9
HANYU Yuzuru,2015,WR,271.08
TEN Denis,2015,WR,267.72
BROWN Jason,2015,WR,248.29
NGUYEN Nam,2015,WR,242.59
GE Misha,2015,WR,234.89
KOVTUN Maxim,2015,WR,230.7
RIPPON Adam,2015,WR,229.71
AMODIO Florent,2015,WR,229.62
YAN Han,2015,WR,229.15
FARRIS Joshua,2015,WR,223.04
KOZUKA Takahiko,2015,WR,222.69
VORONOV Sergei,2015,WR,218.41
LAM Ronald,2015,WR,214.36
BREZINA Michal,2015,WR,213.83
MURA Takahito,2015,WR,211.74
BYCHENKO Alexei,2015,WR,209.26
BESSEGHIER Chafik,2015,WR,199.86
LEE June Hyoung,2015,WR,197.52
KERRY Brendan,2015,WR,194.57
MARTINEZ Michael Christian,2015,WR,192.38
TEN Jeremy,2015,WR,183.79
MAJOROV Alexander,2015,WR,176.55
PANIOT Yaroslav,2015,WR,174.52
AARON Max,2016,US,258.95
UNO Shoma,2016,US,257.43
BROWN Jason,2016,US,238.47
YAN Han,2016,US,236.03
MENSHOV Konstantin,2016,US,230.79
PITKEEV Adian,2016,US,230.75
MINER Ross,2016,US,215.11
KERRY Brendan,2016,US,203.48
TEN Denis,2016,US,201.52
MURA Takahito,2016,US,200.83
AMODIO Florent,2016,US,197.45
BYCHENKO Alexei,2016,US,171.83
CHAN Patrick,2016,CA,271.14
HANYU Yuzuru,2016,CA,259.54
MURAKAMI Daisuke,2016,CA,252.25
RIPPON Adam,2016,CA,239.69
NGUYEN Nam,2016,CA,238.82
PETROV Alexander,2016,CA,221.02
DOLENSKY Timothy,2016,CA,219.06
BREZINA Michal,2016,CA,218.58
KIM Jinseo,2016,CA,195.84
KAWAHARA Sei,2016,CA,195.21
MESSING Keegan,2016,CA,182.25
LEE June Hyoung,2016,CA,152.05
FERNANDEZ Javier,2016,RU,271.43
PITKEEV Adian,2016,RU,250.47
MINER Ross,2016,RU,248.92
RIPPON Adam,2016,RU,248.63
KOLYADA Mikhail,2016,RU,247.97
VORONOV Sergei,2016,RU,244.6
NGUYEN Nam,2016,RU,231.67
RIGHINI Ivan,2016,RU,204.16
KOZUKA Takahiko,2016,RU,195.48
BYCHENKO Alexei,2016,RU,186.0
FERNANDEZ Javier,2016,CN,270.55
JIN Boyang,2016,CN,261.23
YAN Han,2016,CN,230.33
HOCHSTEIN Grant,2016,CN,222.74
VORONOV Sergei,2016,CN,222.17
MARTINEZ Michael Christian,2016,CN,220.36
DORNBUSH Richard,2016,CN,217.26
GE Misha,2016,CN,217.17
SONG Nan,2016,CN,212.1
RIGHINI Ivan,2016,CN,200.98
BALDE Elladj,2016,CN,199.41
KVITELASHVILI Moris,2016,CN,192.1
HANYU Yuzuru,2016,JP,322.4
JIN Boyang,2016,JP,266.43
MURA Takahito,2016,JP,242.21
HOCHSTEIN Grant,2016,JP,235.63
TANAKA Keiji,2016,JP,234.9
MENSHOV Konstantin,2016,JP,233.58
BREZINA Michal,2016,JP,222.49
DORNBUSH Richard,2016,JP,217.5
BESSEGHIER Chafik,2016,JP,215.82
KOVTUN Maxim,2016,JP,212.63
BALDE Elladj,2016,JP,211.09
KERRY Brendan,2016,JP,177.98
HANYU Yuzuru,2016,FN,330.43
FERNANDEZ Javier,2016,FN,292.95
UNO Shoma,2016,FN,276.79
CHAN Patrick,2016,FN,263.45
JIN Boyang,2016,FN,263.45
MURAKAMI Daisuke,2016,FN,235.49
FERNANDEZ Javier,2016,EU,302.77
BYCHENKO Alexei,2016,EU,242.56
KOVTUN Maxim,2016,EU,242.21
AMODIO Florent,2016,EU,240.96
KOLYADA Mikhail,2016,EU,236.58
RIGHINI Ivan,2016,EU,236.36
SAMOHIN Daniel,2016,EU,232.08
PETROV Alexander,2016,EU,229.69
HENDRICKX Jorik,2016,EU,221.39
BREZINA Michal,2016,EU,211.81
MAJOROV Alexander,2016,EU,204.27
VASILJEVS Deniss,2016,EU,204.24
RIZZO Matteo,2016,EU,200.81
STREUBEL Franz,2016,EU,196.17
PAVLOV Ivan,2016,EU,189.65
FENTZ Paul,2016,EU,182.59
MONTOYA Felipe,2016,EU,181.95
HARRIS Phillip,2016,EU,180.99
WALKER Stephane,2016,EU,171.79
BELOHRADSKY Jiri,2016,EU,168.57
VRDOLJAK Nicholas,2016,EU,167.07
KRANJEC David,2016,EU,163.98
IONIAN Mario-Rafael,2016,EU,160.57
ODDVOLL BOE Sondre,2016,EU,149.6
CHAN Patrick,2016,4C,290.21
JIN Boyang,2016,4C,289.83
YAN Han,2016,4C,271.55
UNO Shoma,2016,4C,269.81
MURA Takahito,2016,4C,268.43
TANAKA Keiji,2016,4C,222.7
AARON Max,2016,4C,220.94
HOCHSTEIN Grant,2016,4C,216.34
MARTINEZ Michael Christian,2016,4C,211.59
KIM Jinseo,2016,4C,201.43
REYNOLDS Kevin,2016,4C,198.87
SONG Nan,2016,4C,194.81
FIRUS Liam,2016,4C,194.02
MINER Ross,2016,4C,191.12
YEE Julian Zhi Jie,2016,4C,190.32
LEE June Hyoung,2016,4C,180.92
MARGALIK Denis,2016,4C,177.65
BYUN Se Jong,2016,4C,176.15
KERRY Brendan,2016,4C,172.26
DODDS Andrew,2016,4C,161.47
TSAO Chih-I,2016,4C,159.13
IP Leslie,2016,4C,152.29
LEE Harry Hau Yin,2016,4C,110.95
FERNANDEZ Javier,2016,WR,314.93
HANYU Yuzuru,2016,WR,295.17
JIN Boyang,2016,WR,270.99
KOLYADA Mikhail,2016,WR,267.97
CHAN Patrick,2016,WR,266.75
RIPPON Adam,2016,WR,264.44
UNO Shoma,2016,WR,264.25
AARON Max,2016,WR,254.14
BREZINA Michal,2016,WR,237.99
HOCHSTEIN Grant,2016,WR,237.25
TEN Denis,2016,WR,230.13
RIGHINI Ivan,2016,WR,228.52
BYCHENKO Alexei,2016,WR,226.07
VASILJEVS Deniss,2016,WR,224.54
GE Misha,2016,WR,223.53
HENDRICKX Jorik,2016,WR,221.43
KERRY Brendan,2016,WR,210.56
KOVTUN Maxim,2016,WR,210.14
MARTINEZ Michael Christian,2016,WR,204.1
BESSEGHIER Chafik,2016,WR,203.2
YEE Julian Zhi Jie,2016,WR,202.94
HARRIS Phillip,2016,WR,190.42
PAVLOV Ivan,2016,WR,178.89
LEE June Hyoung,2016,WR,174.88
UNO Shoma,2017,US,279.34
BROWN Jason,2017,US,268.38
RIPPON Adam,2017,US,261.43
VORONOV Sergei,2017,US,245.28
JIN Boyang,2017,US,245.08
NGUYEN Nam,2017,US,239.26
KOVTUN Maxim,2017,US,230.75
DOLENSKY Timothy,2017,US,226.53
HENDRICKX Jorik,2017,US,224.91
KERRY Brendan,2017,US,211.76
CHAN Patrick,2017,CA,266.95
HANYU Yuzuru,2017,CA,263.06
REYNOLDS Kevin,2017,CA,245.06
BREZINA Michal,2017,CA,227.42
SAMOHIN Daniel,2017,CA,226.53
GE Misha,2017,CA,226.07
PETROV Alexander,2017,CA,224.39
MURA Takahito,2017,CA,222.13
FIRUS Liam,2017,CA,210.89
YAN Han,2017,CA,209.11
HOCHSTEIN Grant,2017,CA,204.69
MINER Ross,2017,CA,196.53
FERNANDEZ Javier,2017,FR,285.38
TEN Denis,2017,FR,269.26
RIPPON Adam,2017,FR,267.53
CHEN Nathan,2017,FR,264.8
MURA Takahito,2017,FR,248.42
HENDRICKX Jorik,2017,FR,230.47
GE Misha,2017,FR,229.06
BESSEGHIER Chafik,2017,FR,225.02
DMITRIEV Artur,2017,FR,218.7
KERRY Brendan,2017,FR,199.4
RIGHINI Ivan,2017,FR,185.81
FERNANDEZ Javier,2017,RU,292.98
UNO Shoma,2017,RU,285.07
BYCHENKO Alexei,2017,RU,255.52
KOLYADA Mikhail,2017,RU,245.3
AARON Max,2017,RU,235.58
BALDE Elladj,2017,RU,225.45
TANAKA Keiji,2017,RU,224.91
BESSEGHIER Chafik,2017,RU,223.98
GORSHKOV Gordei,2017,RU,223.51
DMITRIEV Artur,2017,RU,221.52
VASILJEVS Deniss,2017,RU,203.77
MAJOROV Alexander,2017,RU,192.14
CHAN Patrick,2017,CN,279.72
JIN Boyang,2017,CN,278.54
VORONOV Sergei,2017,CN,243.76
AARON Max,2017,CN,242.74
YAN Han,2017,CN,230.19
PETROV Alexander,2017,CN,228.44
KOVTUN Maxim,2017,CN,221.43
SAMOHIN Daniel,2017,CN,213.51
MINER Ross,2017,CN,213.34
BREZINA Michal,2017,CN,211.77
HANYU Yuzuru,2017,JP,301.47
CHEN Nathan,2017,JP,268.91
TANAKA Keiji,2017,JP,248.44
BYCHENKO Alexei,2017,JP,229.87
KOLYADA Mikhail,2017,JP,225.69
VASILJEVS Deniss,2017,JP,223.73
BROWN Jason,2017,JP,218.47
NGUYEN Nam,2017,JP,212.43
HINO Ryuju,2017,JP,207.15
BALDE Elladj,2017,JP,195.32
HOCHSTEIN Grant,2017,JP,191.4
HANYU Yuzuru,2017,FN,293.9
CHEN Nathan,2017,FN,282.85
UNO Shoma,2017,FN,282.51
FERNANDEZ Javier,2017,FN,268.77
CHAN Patrick,2017,FN,266.75
RIPPON Adam,2017,FN,233.1
FERNANDEZ Javier,2017,EU,294.84
KOVTUN Maxim,2017,EU,266.8
KOLYADA Mikhail,2017,EU,250.18
HENDRICKX Jorik,2017,EU,242.56
BYCHENKO Alexei,2017,EU,239.24
KVITELASHVILI Moris,2017,EU,238.2
VASILJEVS Deniss,2017,EU,235.2
SAMARIN Alexander,2017,EU,230.87
BESSEGHIER Chafik,2017,EU,227.59
FENTZ Paul,2017,EU,225.85
MAJOROV Alexander,2017,EU,217.98
BREZINA Michal,2017,EU,215.52
RIGHINI Ivan,2017,EU,210.15
PAVLOV Ivan,2017,EU,202.87
AYMOZ Kevin,2017,EU,199.47
NEWBERRY Graham,2017,EU,198.06
WALKER Stephane,2017,EU,196.74
RAYA Javier,2017,EU,195.54
ZANDRON Maurizio,2017,EU,186.4
BELOHRADSKY Jiri,2017,EU,181.62
HAYRAPETYAN Slavik,2017,EU,180.78
NAURITS Daniel Albert,2017,EU,176.1
VIRTANEN Valtter,2017,EU,164.09
ODDVOLL BOE Sondre,2017,EU,162.85
CHEN Nathan,2017,4C,307.46
HANYU Yuzuru,2017,4C,303.71
UNO Shoma,2017,4C,288.05
CHAN Patrick,2017,4C,267.98
JIN Boyang,2017,4C,267.51
BROWN Jason,2017,4C,245.85
GE Misha,2017,4C,239.41
NGUYEN Nam,2017,4C,237.08
HOCHSTEIN Grant,2017,4C,235.72
YAN Han,2017,4C,235.45
KERRY Brendan,2017,4C,227.39
REYNOLDS Kevin,2017,4C,222.31
TANAKA Keiji,2017,4C,220.18
MARTINEZ Michael Christian,2017,4C,214.15
YEE Julian Zhi Jie,2017,4C,202.67
LEE Sihyeong,2017,4C,195.72
KIM Jinseo,2017,4C,195.05
LEE June Hyoung,2017,4C,187.58
TSAO Chih-I,2017,4C,169.63
DODDS Andrew,2017,4C,162.05
WEBSTER Mark,2017,4C,160.03
IP Leslie,2017,4C,146.74
CHEW Kai Xiang,2017,4C,138.46
TANG Micah,2017,4C,135.79
HANYU Yuzuru,2017,WR,321.59
UNO Shoma,2017,WR,319.31
JIN Boyang,2017,WR,303.58
FERNANDEZ Javier,2017,WR,301.19
CHAN Patrick,2017,WR,295.16
CHEN Nathan,2017,WR,290.72
BROWN Jason,2017,WR,269.57
KOLYADA Mikhail,2017,WR,257.47
REYNOLDS Kevin,2017,WR,253.84
BYCHENKO Alexei,2017,WR,245.96
KOVTUN Maxim,2017,WR,245.84
GE Misha,2017,WR,243.45
KVITELASHVILI Moris,2017,WR,239.24
VASILJEVS Deniss,2017,WR,239.0
KERRY Brendan,2017,WR,236.24
TEN Denis,2017,WR,234.31
BESSEGHIER Chafik,2017,WR,230.13
BREZINA Michal,2017,WR,226.26
TANAKA Keiji,2017,WR,222.34
FENTZ Paul,2017,WR,217.91
HENDRICKX Jorik,2017,WR,214.02
YEE Julian Zhi Jie,2017,WR,213.99
MAJOROV Alexander,2017,WR,205.04
MARTINEZ Michael Christian,2017,WR,196.79
CHEN Nathan,2018,US,275.88
RIPPON Adam,2018,US,266.45
VORONOV Sergei,2018,US,257.49
JIN Boyang,2018,US,246.03
YAN Han,2018,US,228.33
MINER Ross,2018,US,219.62
MURA Takahito,2018,US,212.77
FIRUS Liam,2018,US,210.83
REYNOLDS Kevin,2018,US,204.05
SADOVSKY Roman,2018,US,200.1
UNO Shoma,2018,CA,301.1
BROWN Jason,2018,CA,261.14
SAMARIN Alexander,2018,CA,250.06
CHAN Patrick,2018,CA,245.7
HENDRICKX Jorik,2018,CA,237.31
BREZINA Michal,2018,CA,237.04
NADEAU Nicolas,2018,CA,229.43
MESSING Keegan,2018,CA,217.75
CHA Junhwan,2018,CA,210.32
FENTZ Paul,2018,CA,201.6
KERRY Brendan,2018,CA,201.56
MURA Takahito,2018,CA,186.66
FERNANDEZ Javier,2018,FR,283.71
UNO Shoma,2018,FR,273.32
GE Misha,2018,FR,258.34
SAMARIN Alexander,2018,FR,253.13
BYCHENKO Alexei,2018,FR,247.44
KVITELASHVILI Moris,2018,FR,240.5
AARON Max,2018,FR,237.2
TEN Denis,2018,FR,228.57
ZHOU Vincent,2018,FR,222.21
AYMOZ Kevin,2018,FR,220.43
PONSART Romain,2018,FR,198.12
CHEN Nathan,2018,RU,293.79
HANYU Yuzuru,2018,RU,290.77
KOLYADA Mikhail,2018,RU,271.06
GE Misha,2018,RU,255.33
KVITELASHVILI Moris,2018,RU,250.26
ALIEV Dmitri,2018,RU,239.61
NGUYEN Nam,2018,RU,238.45
VASILJEVS Deniss,2018,RU,227.53
TEN Denis,2018,RU,214.35
LAZUKIN Andrei,2018,RU,212.14
HOCHSTEIN Grant,2018,RU,206.09
SAMOHIN Daniel,2018,RU,183.79
KOLYADA Mikhail,2018,CN,279.38
JIN Boyang,2018,CN,264.48
AARON Max,2018,CN,259.69
ZHOU Vincent,2018,CN,256.66
YAN Han,2018,CN,254.61
FERNANDEZ Javier,2018,CN,253.06
TANAKA Keiji,2018,CN,247.17
REYNOLDS Kevin,2018,CN,226.5
HOCHSTEIN Grant,2018,CN,216.44
MAJOROV Alexander,2018,CN,186.04
PETROV Alexander,2018,CN,186.02
ZHANG He,2018,CN,167.58
VORONOV Sergei,2018,JP,271.12
RIPPON Adam,2018,JP,261.99
BYCHENKO Alexei,2018,JP,252.07
BROWN Jason,2018,JP,245.95
MESSING Keegan,2018,JP,235.8
VASILJEVS Deniss,2018,JP,234.8
TOMONO Kazuki,2018,JP,231.93
ALIEV Dmitri,2018,JP,223.45
BREZINA Michal,2018,JP,220.45
NGUYEN Nam,2018,JP,214.51
SATO Hiroaki,2018,JP,199.2
CHEN Nathan,2018,FN,286.51
UNO Shoma,2018,FN,286.01
KOLYADA Mikhail,2018,FN,282.0
VORONOV Sergei,2018,FN,266.59
RIPPON Adam,2018,FN,254.33
BROWN Jason,2018,FN,253.81
FERNANDEZ Javier,2018,EU,295.55
ALIEV Dmitri,2018,EU,274.06
KOLYADA Mikhail,2018,EU,258.9
VASILJEVS Deniss,2018,EU,243.52
BYCHENKO Alexei,2018,EU,238.44
SAMARIN Alexander,2018,EU,229.81
MAJOROV Alexander,2018,EU,225.86
BREZINA Michal,2018,EU,225.2
RIZZO Matteo,2018,EU,219.43
HENDRICKX Jorik,2018,EU,218.17
BESSEGHIER Chafik,2018,EU,211.17
KVITELASHVILI Moris,2018,EU,210.47
HARRIS Phillip,2018,EU,208.22
PONSART Romain,2018,EU,200.72
HAYRAPETYAN Slavik,2018,EU,196.63
FENTZ Paul,2018,EU,194.97
MAYSURADZE Irakli,2018,EU,191.22
WALKER Stephane,2018,EU,185.41
VIRTANEN Valtter,2018,EU,181.77
MONTOYA Felipe,2018,EU,181.72
NAURITS Daniel Albert,2018,EU,176.1
ODDVOLL BOE Sondre,2018,EU,170.64
DEMIRBOGA Burak,2018,EU,167.22
REZNICHENKO Igor,2018,EU,165.65
JIN Boyang,2018,4C,300.95
UNO Shoma,2018,4C,297.94
BROWN Jason,2018,4C,269.22
TANAKA Keiji,2018,4C,260.31
AARON Max,2018,4C,255.45
GE Misha,2018,4C,248.96
REYNOLDS Kevin,2018,4C,241.5
BALDE Elladj,2018,4C,238.2
NGUYEN Nam,2018,4C,237.52
YAN Han,2018,4C,227.93
HOCHSTEIN Grant,2018,4C,226.39
MURA Takahito,2018,4C,225.41
KERRY Brendan,2018,4C,219.95
LEE June Hyoung,2018,4C,211.86
TEN Denis,2018,4C,210.82
YEE Julian Zhi Jie,2018,4C,197.68
TSAO Chih-I,2018,4C,195.21
CARRILLO Donovan,2018,4C,185.91
ZHANG He,2018,4C,184.82
AN Geon Hyeong,2018,4C,180.26
DODDS Andrew,2018,4C,177.81
LEE Sihyeong,2018,4C,177.07
RAKIMGALIEV Abzal,2018,4C,175.58
IP Leslie,2018,4C,150.23
HANYU Yuzuru,2018,OL,317.85
UNO Shoma,2018,OL,306.9
FERNANDEZ Javier,2018,OL,305.24
JIN Boyang,2018,OL,297.77
CHEN Nathan,2018,OL,297.35
ZHOU Vincent,2018,OL,276.69
ALIEV Dmitri,2018,OL,267.51
KOLYADA Mikhail,2018,OL,264.25
CHAN Patrick,2018,OL,263.43
RIPPON Adam,2018,OL,259.36
BYCHENKO Alexei,2018,OL,257.01
MESSING Keegan,2018,OL,255.43
SAMOHIN Daniel,2018,OL,251.44
HENDRICKX Jorik,2018,OL,248.95
CHA Junhwan,2018,OL,248.59
BREZINA Michal,2018,OL,246.07
GE Misha,2018,OL,244.94
TANAKA Keiji,2018,OL,244.83
VASILJEVS Deniss,2018,OL,234.58
KERRY Brendan,2018,OL,233.81
RIZZO Matteo,2018,OL,232.41
FENTZ Paul,2018,OL,214.55
YAN Han,2018,OL,213.01
KVITELASHVILI Moris,2018,OL,204.57
CHEN Nathan,2018,WR,321.4
UNO Shoma,2018,WR,273.77
KOLYADA Mikhail,2018,WR,272.32
BYCHENKO Alexei,2018,WR,258.28
TOMONO Kazuki,2018,WR,256.11
VASILJEVS Deniss,2018,WR,254.86
ALIEV Dmitri,2018,WR,252.3
MESSING Keegan,2018,WR,252.3
GE Misha,2018,WR,249.57
BREZINA Michal,2018,WR,243.99
AARON Max,2018,WR,241.49
MAJOROV Alexander,2018,WR,237.79
TANAKA Keiji,2018,WR,236.66
ZHOU Vincent,2018,WR,235.24
FENTZ Paul,2018,WR,230.92
PONSART Romain,2018,WR,229.2
RIZZO Matteo,2018,WR,225.44
KERRY Brendan,2018,WR,223.85
JIN Boyang,2018,WR,223.41
