name,score,event,year
SOTSKOVA Maria,198.1,OL,2018
TENNELL Bradie,192.35,OL,2018
NAGASU Mirai,186.54,OL,2018
CHEN Karen,185.65,OL,2018
TURSYNBAEVA Elizabet,177.12,OL,2018
KIM Hanul,175.71,OL,2018
RAJICOVA Nicole,175.19,OL,2018
DALEMAN Gabrielle,172.46,OL,2018
HENDRICKX Loena,171.88,OL,2018
CRAINE Kailani,168.61,OL,2018
SCHOTT Nicole,168.46,OL,2018
MEITE Mae Berenice,159.92,OL,2018
PELTONEN Emmi,157.14,OL,2018
PAGANINI Alexia,156.26,OL,2018
LI Xiangning,154.43,OL,2018
TOTH Ivett,150.43,OL,2018
WILLIAMS Isadora,144.18,OL,2018
Kaetlyn OSMOND,223.23,WR,2018
Wakaba HIGUCHI,210.9,WR,2018
Satoko MIYAHARA,210.08,WR,2018
Carolina KOSTNER,208.88,WR,2018
Alina ZAGITOVA,207.72,WR,2018
Bradie TENNELL,199.89,WR,2018
Gabrielle DALEMAN,196.72,WR,2018
Maria SOTSKOVA,196.61,WR,2018
Loena HENDRICKX,192.31,WR,2018
Mirai NAGASU,187.52,WR,2018
Elizabet TURSYNBAEVA,186.85,WR,2018
Mariah BELL,174.4,WR,2018
Nicole SCHOTT,174.13,WR,2018
Laurine LECAVELIER,173.23,WR,2018
Hanul KIM,170.68,WR,2018
Viveca LINDFORS,166.23,WR,2018
Kailani CRAINE,154.41,WR,2018
Eliska BREZINOVA,153.14,WR,2018
Stanislava KONSTANTINOVA,153.03,WR,2018
Alexia PAGANINI,149.66,WR,2018
Elisabetta LECCARDI,149.17,WR,2018
Dasa GRM,144.51,WR,2018
Ivett TOTH,136.87,WR,2018
Dabin CHOI,5530.0,WR,2018
Satoko MIYAHARA,219.71,US,2019
Kaori SAKAMOTO,213.9,US,2019
Sofia SAMODUROVA,198.7,US,2019
Bradie TENNELL,192.89,US,2019
Laurine LECAVELIER,172.41,US,2019
Megan WESSENBERG,170.33,US,2019
Polina TSURSKAYA,159.45,US,2019
Marin HONDA,158.04,US,2019
Alaine CHARTRAND,155.49,US,2019
Starr ANDREWS,150.56,US,2019
Elizaveta TUKTAMYSHEVA,203.32,CA,2019
Mako YAMASHITA,203.06,CA,2019
Evgenia MEDVEDEVA,197.91,CA,2019
Mariah BELL,190.25,CA,2019
Elizabet TURSYNBAEVA,185.71,CA,2019
Wakaba HIGUCHI,181.29,CA,2019
Starr ANDREWS,174.72,CA,2019
Alaine CHARTRAND,172.17,CA,2019
Daria PANENKOVA,168.54,CA,2019
Alicia PINEAULT,158.29,CA,2019
Yura MATSUDA,157.59,CA,2019
Rika KIHIRA,205.92,FR,2019
Mai MIHARA,202.81,FR,2019
Bradie TENNELL,197.78,FR,2019
Evgenia MEDVEDEVA,192.81,FR,2019
Stanislava KONSTANTINOVA,189.67,FR,2019
Marin HONDA,188.61,FR,2019
Maria SOTSKOVA,177.59,FR,2019
Mae Berenice MEITE,168.02,FR,2019
Laurine LECAVELIER,157.24,FR,2019
Alexia PAGANINI,156.51,FR,2019
Lea SERNA,149.49,FR,2019
Matilda ALGOTSSON,146.35,FR,2019
Alina ZAGITOVA,222.95,RU,2019
Sofia SAMODUROVA,198.01,RU,2019
Eunsoo LIM,185.67,RU,2019
Alexia PAGANINI,182.5,RU,2019
Yuna SHIRAIWA,180.93,RU,2019
Elizabet TURSYNBAEVA,180.45,RU,2019
Mako YAMASHITA,161.22,RU,2019
Polina TSURSKAYA,149.45,RU,2019
Yura MATSUDA,137.99,RU,2019
Rika KIHIRA,224.31,JP,2019
Satoko MIYAHARA,219.47,JP,2019
Elizaveta TUKTAMYSHEVA,219.02,JP,2019
Mai MIHARA,204.2,JP,2019
Mariah BELL,198.96,JP,2019
Eunsoo LIM,196.31,JP,2019
Alena LEONOVA,194.15,JP,2019
Courtney HICKS,178.07,JP,2019
Maria SOTSKOVA,176.99,JP,2019
Mae Berenice MEITE,162.58,JP,2019
Angela WANG,159.36,JP,2019
Kailani CRAINE,154.22,JP,2019
Alina ZAGITOVA,215.29,FI,2019
Stanislava KONSTANTINOVA,197.57,FI,2019
Kaori SAKAMOTO,197.42,FI,2019
Yuna SHIRAIWA,191.46,FI,2019
Loena HENDRICKX,191.22,FI,2019
Daria PANENKOVA,161.48,FI,2019
Hanul KIM,160.15,FI,2019
Viveca LINDFORS,159.62,FI,2019
Emmi PELTONEN,158.72,FI,2019
Rika HONGO,156.59,FI,2019
Angela WANG,149.57,FI,2019
Rika KIHIRA,233.12,FN,2019
Alina ZAGITOVA,226.53,FN,2019
Elizaveta TUKTAMYSHEVA,215.32,FN,2019
Kaori SAKAMOTO,211.68,FN,2019
Sofia SAMODUROVA,204.33,FN,2019
Satoko MIYAHARA,201.31,FN,2019
Sofia SAMODUROVA,213.84,EU,2019
Alina ZAGITOVA,198.34,EU,2019
Viveca LINDFORS,194.4,EU,2019
Stanislava KONSTANTINOVA,189.72,EU,2019
Laurine LECAVELIER,180.05,EU,2019
Alexia PAGANINI,179.9,EU,2019
Mae Berenice MEITE,177.1,EU,2019
Emmi PELTONEN,170.03,EU,2019
Nicole RAJICOVA,169.03,EU,2019
Eliska BREZINOVA,166.77,EU,2019
Alexandra FEIGIN,164.2,EU,2019
Ekaterina RYABOVA,163.17,EU,2019
Ivett TOTH,160.83,EU,2019
Julia SAUTER,153.15,EU,2019
Yasmine Kimiko YAMADA,151.12,EU,2019
Nicole SCHOTT,149.26,EU,2019
Dasa GRM,147.29,EU,2019
Anita ÖSTLUND,144.66,EU,2019
Lucrezia GENNARO,143.1,EU,2019
Natasha MCKAY,140.08,EU,2019
Nathalie WEINZIERL,134.58,EU,2019
Anastasiya GALUSTYAN,132.63,EU,2019
Pernille SORENSEN,131.78,EU,2019
Antonina DUBININA,120.25,EU,2019
Rika KIHIRA,221.99,4C,2019
Elizabet TURSYNBAEVA,207.46,4C,2019
Mai MIHARA,207.12,4C,2019
Kaori SAKAMOTO,206.79,4C,2019
Bradie TENNELL,202.07,4C,2019
Mariah BELL,193.94,4C,2019
Eunsoo LIM,191.85,4C,2019
Yelim KIM,187.93,4C,2019
Veronik MALLET,170.46,4C,2019
Larkyn AUSTMAN,165.21,4C,2019
Ting CUI,164.84,4C,2019
Yi Christy LEUNG,164.79,4C,2019
Hanul KIM,162.48,4C,2019
Hongyi CHEN,150.5,4C,2019
Kailani CRAINE,149.52,4C,2019
Alaine CHARTRAND,147.54,4C,2019
Isadora WILLIAMS,138.26,4C,2019
Alisson Krystle PERTICHETO,136.97,4C,2019
Amy LIN,134.56,4C,2019
Andrea MONTESINOS CANTU,124.51,4C,2019
Joanna SO,117.82,4C,2019
